Site,Sample Label,archival_depth (m),d13C (VPDB),d18O (VPDB),d13C_corrected (PDB),d18O_corrected (PDB),Number of shells,Minimum mesh size (um),Maximum mesh size (um),Taxon,Taxon_flag,Taxon_note1,Taxon_note2,Taxon_note3,Additional_note,Publication source,Original Reference,File Name,Data source,quality control
GeoB16224-1,,5.5,0.52,4.2,0.52,4.2,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,5.54,0.44,3.98,0.44,3.98,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,5.68,1.11,4.24,1.11,4.24,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,5.9,0.25,3.73,0.25,3.73,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,6,1.11,4.55,1.11,4.55,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,6.02,0.55,4.28,0.55,4.28,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,6.14,0.81,4.24,0.81,4.24,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,6.2,0.97,4.26,0.97,4.26,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,6.24,0.37,4.19,0.37,4.19,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,6.28,0.9,4.28,0.9,4.28,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,6.3,0.45,4.17,0.45,4.17,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,6.32,0.88,4.17,0.88,4.17,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,6.34,0.78,3.85,0.78,3.85,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,6.36,1.08,4.01,1.08,4.01,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,6.44,-0.14,4.17,-0.14,4.17,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,6.48,0.43,4.03,0.43,4.03,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,6.56,0.94,4.15,0.94,4.15,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,6.6,0.69,4.02,0.69,4.02,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,6.66,0.67,3.93,0.67,3.93,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,6.7,-0.08,3.87,-0.08,3.87,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,6.72,0.09,3.67,0.09,3.67,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,6.8,0.59,4.09,0.59,4.09,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,6.86,0.73,4.11,0.73,4.11,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,6.94,0.4,3.85,0.4,3.85,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,7.02,0.17,3.76,0.17,3.76,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,7.06,0.05,3.71,0.05,3.71,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,7.08,-0.1,4.02,-0.1,4.02,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,7.1,-0.02,3.84,-0.02,3.84,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,7.14,0.06,3.52,0.06,3.52,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,7.32,0.06,4.33,0.06,4.33,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,7.44,0.15,4.28,0.15,4.28,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,7.48,0.24,4.06,0.24,4.06,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
GeoB16224-1,,7.5,0.45,3.92,0.45,3.92,1-5,125,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16224-1. PANGAEA, https://doi.org/10.1594/PANGAEA.875796,",,"https://doi.org/10.1594/PANGAEA.875796,",1
