Site,Sample Label,archival_depth (m),d13C (VPDB),d18O (VPDB),d13C_corrected (PDB),d18O_corrected (PDB),Number of shells,Minimum mesh size (um),Maximum mesh size (um),Taxon,Taxon_flag,Taxon_note1,Taxon_note2,Taxon_note3,Additional_note,Publication source,Original Reference,File Name,Data source,quality control
PS2498-1,,1.01,-0.96,3.11,-0.96,3.11,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,1.11,-1.41,3.95,-1.41,3.95,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,1.21,-1.07,4.48,-1.07,4.48,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,1.31,-0.9,4.44,-0.9,4.44,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,1.41,-1.1,4.39,-1.1,4.39,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,1.51,-1.4,3.94,-1.4,3.94,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,1.61,-1.01,4.37,-1.01,4.37,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,1.71,-1.07,4.32,-1.07,4.32,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,1.91,-1.23,4.12,-1.23,4.12,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,2.01,-0.83,4.26,-0.83,4.26,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,2.11,-0.94,4.21,-0.94,4.21,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,2.41,-0.93,3.83,-0.93,3.83,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,2.51,-1.21,3.99,-1.21,3.99,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,2.61,-0.91,4.22,-0.91,4.22,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,2.71,-1.02,4.19,-1.02,4.19,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,2.78,-0.88,4.17,-0.88,4.17,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,2.91,-1.05,3.81,-1.05,3.81,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,3.01,-0.93,4.05,-0.93,4.05,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,3.31,-0.92,4.36,-0.92,4.36,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,3.41,-0.58,3.66,-0.58,3.66,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,3.61,-0.74,4.0,-0.74,4.0,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,3.71,-0.7,3.98,-0.7,3.98,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,3.81,-0.53,3.78,-0.53,3.78,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,3.91,-1.2,3.43,-1.2,3.43,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,4.11,-0.96,3.88,-0.96,3.88,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,4.31,-0.86,3.99,-0.86,3.99,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,4.41,-0.79,3.82,-0.79,3.82,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,4.61,-0.86,3.78,-0.86,3.78,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,4.71,-0.87,3.9,-0.87,3.9,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,4.91,-0.81,3.8,-0.81,3.8,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,5.01,-0.96,3.86,-0.96,3.86,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,5.11,-1.09,3.82,-1.09,3.82,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,5.21,-0.66,3.78,-0.66,3.78,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,5.41,-0.82,3.66,-0.82,3.66,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,5.51,-0.82,3.77,-0.82,3.77,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,5.61,-1.04,3.88,-1.04,3.88,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,5.71,-1.07,3.89,-1.07,3.89,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,6.11,0.04,3.42,0.04,3.42,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,6.31,-0.84,3.59,-0.84,3.59,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,6.51,-1.17,3.85,-1.17,3.85,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,7.01,-0.92,3.67,-0.92,3.67,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,7.31,-1.0,3.85,-1.0,3.85,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,7.41,-1.13,3.82,-1.13,3.82,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,7.51,-0.92,3.83,-0.92,3.83,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,7.61,-0.41,3.78,-0.41,3.78,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,7.71,-1.11,3.77,-1.11,3.77,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,7.81,-0.67,3.82,-0.67,3.82,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,7.91,-0.85,3.65,-0.85,3.65,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,8.01,-0.64,3.52,-0.64,3.52,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,8.11,-0.6,3.65,-0.6,3.65,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,8.21,-0.36,3.51,-0.36,3.51,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,8.31,-0.22,3.32,-0.22,3.32,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,8.41,-0.18,3.5,-0.18,3.5,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,8.51,-0.32,3.41,-0.32,3.41,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,8.71,-0.35,3.29,-0.35,3.29,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,8.81,0.19,3.24,0.19,3.24,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,8.91,0.31,3.18,0.31,3.18,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,9.11,-0.39,3.48,-0.39,3.48,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,9.21,-0.61,3.54,-0.61,3.54,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,9.31,-0.69,3.49,-0.69,3.49,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
PS2498-1,,9.41,-0.41,3.32,-0.41,3.32,2-5,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Mackensen, Andreas; Rudolph, Miriam; Kuhn, Gerhard (2001): Stable isotopes (Cibicidoides) of sediment core PS2498-1. PANGAEA, https://doi.org/10.1594/PANGAEA.80802",,https://doi.org/10.1594/PANGAEA.80802,1
