Site,Longitude (degE),Latitude (degN),Site Depth (m),published_archival_depth (m),age_model (y BP),d13C (VPDB),d18O (VPDB),Taxon_flag,Ocean_flag(1=Atl.;2=Pac.;3=Ind.)
V29-202,-21.0,61.0,2658.0,3.14,45917.0,0.68,3.81,1.0,1
V29-202,-21.0,61.0,2658.0,3.22,46896.0,0.59,3.54,1.0,1
V29-202,-21.0,61.0,2658.0,3.25,47306.0,0.5,3.495,1.0,1
V29-202,-21.0,61.0,2658.0,3.27,47590.0,0.49,3.37,1.0,1
V29-202,-21.0,61.0,2658.0,3.3,48024.0,1.12,3.86,1.0,1
V29-202,-21.0,61.0,2658.0,3.32,48311.0,1.3,3.98,1.0,1
V29-202,-21.0,61.0,2658.0,3.34,48590.0,0.98,3.87,1.0,1
V29-202,-21.0,61.0,2658.0,3.37,49012.0,1.1,3.84,1.0,1
V29-202,-21.0,61.0,2658.0,3.4,49434.0,1.1,3.79,1.0,1
V29-202,-21.0,61.0,2658.0,3.43,49846.0,0.83,3.55,1.0,1
V29-202,-21.0,61.0,2658.0,3.45,50118.0,1.3,3.64,1.0,1
V29-202,-21.0,61.0,2658.0,3.47,50380.0,0.88,4.2,1.0,1
V29-202,-21.0,61.0,2658.0,3.5,50772.0,1.05,3.66,1.0,1
V29-202,-21.0,61.0,2658.0,3.53,51165.0,0.77,3.56,1.0,1
V29-202,-21.0,61.0,2658.0,3.55,51434.0,1.23,3.71,1.0,1
V29-202,-21.0,61.0,2658.0,3.57,51713.0,1.04,3.62,1.0,1
V29-202,-21.0,61.0,2658.0,3.6,52139.0,1.16,3.47,1.0,1
V29-202,-21.0,61.0,2658.0,3.62,52412.0,1.0,3.51,1.0,1
V29-202,-21.0,61.0,2658.0,3.68,53279.0,0.88,3.73,1.0,1
V29-202,-21.0,61.0,2658.0,3.7,53574.0,0.87,3.65,1.0,1
V29-202,-21.0,61.0,2658.0,3.72,53862.0,0.95,3.7,1.0,1
V29-202,-21.0,61.0,2658.0,3.75,54102.0,0.91,3.79,1.0,1
SK129-CR5,71.98,9.35,2300.0,0.04,2218.0,-0.09,2.98,1.0,3
SK129-CR5,71.98,9.35,2300.0,0.07,2913.0,0.02,1.79,1.0,3
SK129-CR5,71.98,9.35,2300.0,0.11,3841.0,0.31,2.26,1.0,3
SK129-CR5,71.98,9.35,2300.0,0.15,4727.0,0.52,2.42,1.0,3
SK129-CR5,71.98,9.35,2300.0,0.19,5520.0,0.4,2.34,1.0,3
SK129-CR5,71.98,9.35,2300.0,0.27,7456.0,0.46,2.54,1.0,3
SK129-CR5,71.98,9.35,2300.0,0.31,8732.0,0.16,3.09,1.0,3
SK129-CR5,71.98,9.35,2300.0,0.39,11232.0,0.04,3.17,1.0,3
SK129-CR5,71.98,9.35,2300.0,0.43,12446.0,0.18,3.28,1.0,3
SK129-CR5,71.98,9.35,2300.0,0.48,13915.0,-0.25,3.76,1.0,3
SK129-CR5,71.98,9.35,2300.0,0.51,14612.0,-0.23,3.54,1.0,3
SK129-CR5,71.98,9.35,2300.0,0.55,15544.0,-0.1,3.6,1.0,3
SK129-CR5,71.98,9.35,2300.0,0.59,16588.0,-0.18,4.14,1.0,3
SK129-CR5,71.98,9.35,2300.0,0.63,17690.0,-0.18,4.0,1.0,3
SK129-CR5,71.98,9.35,2300.0,0.67,18449.0,-0.1,4.18,1.0,3
SK129-CR5,71.98,9.35,2300.0,0.71,19177.0,-0.2,4.04,1.0,3
SK129-CR5,71.98,9.35,2300.0,0.75,19766.0,-0.26,3.87,1.0,3
SK129-CR5,71.98,9.35,2300.0,0.78,20059.0,-0.12,4.09,1.0,3
SK129-CR5,71.98,9.35,2300.0,0.79,20148.0,-0.14,3.97,1.0,3
SK129-CR5,71.98,9.35,2300.0,0.83,20470.0,-0.33,3.91,1.0,3
SK129-CR5,71.98,9.35,2300.0,0.87,20837.0,-0.18,4.02,1.0,3
SK129-CR5,71.98,9.35,2300.0,0.91,22440.0,-0.18,3.94,1.0,3
SK129-CR5,71.98,9.35,2300.0,0.99,25461.0,-0.03,4.03,1.0,3
GeoB16202-2,-41.592,-1.908,2248.0,0.02,1048.0,1.38,2.67,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,0.08,1260.0,1.28,2.44,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,0.1,1471.0,1.38,2.41,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,0.16,2105.0,1.27,2.56,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,0.2,2525.0,1.21,2.56,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,0.22,2736.0,1.29,2.5,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,0.24,2946.0,1.25,2.45,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,0.26,3158.0,1.38,2.49,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,0.28,3374.0,1.28,2.65,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,0.36,4248.0,1.28,2.46,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,0.4,4690.0,1.22,2.46,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,0.44,5125.0,1.38,2.52,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,0.46,5343.0,1.22,2.35,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,0.5,5773.0,1.35,2.61,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,0.58,6152.0,1.19,2.64,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,0.62,6327.0,1.0,2.58,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,0.68,6593.0,1.23,2.65,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,0.7,6682.0,1.24,2.64,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,0.72,6770.0,1.01,2.6,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,0.76,6946.0,0.9,2.52,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,0.78,7037.0,1.05,2.59,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,0.85,7359.0,0.94,2.59,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,0.87,7452.0,1.19,2.64,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,0.89,7546.0,0.97,2.61,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,0.93,7732.0,1.07,2.61,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,1.03,8210.0,0.21,2.86,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,1.19,8855.0,0.88,2.69,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,1.5,10039.0,0.52,2.93,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,1.64,10589.0,1.09,2.92,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,1.66,10670.0,0.9,2.75,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,1.68,10750.0,0.82,2.97,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,1.7,10826.0,0.91,2.94,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,1.72,10875.0,1.12,2.87,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,1.74,10922.0,0.81,3.01,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,1.84,11146.0,0.56,4.56,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,1.94,11346.0,0.36,3.7,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,1.96,11393.0,0.3,3.06,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,2.48,12389.0,0.74,4.52,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,2.74,12882.0,0.94,3.54,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,2.86,13262.0,0.76,3.44,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,2.88,13321.0,0.56,3.4,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,2.9,13379.0,0.8,3.39,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,2.92,13436.0,0.86,3.56,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,2.94,13493.0,0.87,3.54,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,2.96,13551.0,0.85,3.58,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,2.98,13610.0,0.8,3.5,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,3.0,13670.0,0.9,3.63,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,3.1,13985.0,0.6,3.59,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,3.16,14111.0,0.8,3.54,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,3.2,14193.0,0.08,3.55,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,4.96,16490.0,-0.15,4.28,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,5.44,16816.0,-0.14,4.34,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,5.5,16854.0,-0.05,4.52,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,5.88,17097.0,-0.13,4.45,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,6.22,17423.0,0.02,4.6,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,6.66,17877.0,0.19,4.63,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,6.67,17887.0,0.42,3.97,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,6.7,17930.0,0.37,4.02,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,6.72,18050.0,0.51,4.55,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,6.74,18180.0,0.43,4.53,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,6.76,18314.0,0.37,4.6,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,6.78,18441.0,0.51,4.39,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,6.8,18569.0,0.49,4.51,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,6.86,18955.0,0.24,3.77,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,6.9,19209.0,0.48,4.53,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,6.96,19575.0,0.42,4.34,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,6.98,19698.0,0.41,4.52,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,7.0,19819.0,0.52,4.57,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,7.08,20306.0,0.12,4.62,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,7.1,20431.0,0.62,4.65,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,7.12,20557.0,0.47,4.37,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,7.14,20686.0,0.5,4.52,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,7.2,21092.0,0.22,4.15,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,7.22,21229.0,0.45,4.56,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,7.24,21365.0,0.38,4.32,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,7.26,21498.0,0.46,4.53,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,7.28,21629.0,0.41,4.51,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,7.3,21759.0,0.37,4.44,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,7.32,21884.0,0.48,4.56,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,7.34,22011.0,0.56,4.45,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,7.36,22136.0,0.49,4.51,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,7.4,22385.0,0.36,4.22,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,7.42,22513.0,0.62,4.46,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,7.44,22642.0,0.58,4.48,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,7.46,22770.0,0.54,4.32,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,7.5,23034.0,0.55,4.26,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,7.52,23170.0,0.66,4.38,7.0,1
GeoB16202-2,-41.592,-1.908,2248.0,7.56,23373.0,0.04,4.45,7.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,3.285,9329.0,1.26,2.75,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,7.665,9469.0,0.6,2.99,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,8.065,9809.5,0.81,3.06,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,8.805,10646.999999999998,0.68,3.19,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.005,11038.000000000002,0.87,3.04,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.125,11269.5,0.95,3.17,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.185,11389.500000000002,0.9,3.13,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.285,11649.500000000002,0.49,3.12,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.305,11687.999999999998,0.49,3.18,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.485,11999.999999999998,0.8,3.89,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.505,12036.500000000002,0.73,3.8,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.525,12073.500000000002,0.96,3.95,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.565,12454.999999999978,0.88,3.69,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.585,12742.50000000001,0.97,3.69,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.605,12917.000000000007,0.72,3.64,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.625,13101.5,0.93,3.81,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.645,13307.49999999999,0.71,3.8,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.665,13519.49999999999,0.91,3.92,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.675,13624.50000000001,0.94,3.72,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.685,13726.50000000001,0.96,3.72,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.695,13829.00000000001,0.8,3.75,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.705,13933.0,0.94,3.78,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.715,14036.99999999999,0.85,3.74,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.725,14142.99999999999,0.91,3.7,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.735,14250.99999999999,0.7,3.7,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.745,14358.49999999999,0.64,3.74,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.755,14466.50000000001,0.51,3.77,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.765,14575.00000000001,0.32,3.7,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.775,14676.50000000001,0.45,3.76,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.785,14770.000000000007,0.18,3.63,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.795,14861.0,0.22,3.76,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.805,14950.999999999993,0.14,3.69,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.815,15039.999999999993,0.11,3.74,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.825,15128.499999999993,-0.14,3.73,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.835,15218.000000000007,0.19,3.83,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.855,15394.500000000007,0.53,3.61,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.865,15483.500000000007,0.31,4.22,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.875,15573.5,0.62,4.56,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.885,15663.999999999993,0.58,4.25,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.895,15753.499999999993,0.64,4.34,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.905,15841.999999999993,0.53,4.5,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.915,15930.499999999993,0.57,4.63,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.925,16019.500000000007,0.68,4.57,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.935,16108.500000000007,0.67,4.57,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,9.945,16197.500000000007,0.69,4.64,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,10.045,17101.5,0.74,4.62,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,10.055,17191.999999999993,0.59,4.51,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,10.065,17281.999999999993,0.63,4.56,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,10.075,17372.999999999993,0.69,4.56,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,10.085,17464.500000000007,0.62,4.55,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,10.095,17555.500000000007,0.38,4.65,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,10.105,17646.000000000007,0.63,4.58,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,10.115,17736.000000000007,0.7,4.69,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,10.125,17826.0,0.67,4.47,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,10.135,17915.999999999993,0.64,4.6,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,10.205,18547.0,0.6,4.47,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,10.315,19539.0,0.72,4.71,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,10.325,19629.5,0.45,4.28,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,10.335,19720.000000000007,0.59,4.61,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,10.345,19810.500000000007,0.67,4.65,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,10.355,19902.000000000007,0.65,4.62,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,10.365,19993.500000000007,0.57,4.6,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,10.375,20085.0,0.83,4.66,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,10.405,20358.0,0.6,4.28,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,10.445,20717.000000000007,0.63,4.54,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,10.455,20806.5,0.7,4.62,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,10.465,20897.5,0.58,4.46,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,10.475,20990.0,0.54,4.53,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,10.485,21081.5,0.46,4.3,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,10.495,21171.5,0.56,4.52,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,10.505,21261.500000000007,0.73,4.54,1.0,1
RAPiD-17-5-P,-19.54,61.48,2303.0,10.515,21351.500000000007,0.6,4.49,1.0,1
GIK12392-1,-16.85,25.17,2575.0,0.105,2244.5,0.96,2.66,1.0,1
GIK12392-1,-16.85,25.17,2575.0,0.132,3010.6,1.01,2.69,1.0,1
GIK12392-1,-16.85,25.17,2575.0,0.175,4245.0,0.8,2.8,1.0,1
GIK12392-1,-16.85,25.17,2575.0,0.188,4611.8,0.94,2.28,1.0,1
GIK12392-1,-16.85,25.17,2575.0,0.225,5656.5,0.92,2.16,1.0,1
GIK12392-1,-16.85,25.17,2575.0,0.237,5989.3,1.02,2.58,1.0,1
GIK12392-1,-16.85,25.17,2575.0,0.287,7364.2,0.99,2.51,1.0,1
GIK12392-1,-16.85,25.17,2575.0,0.338,8775.4,0.99,2.56,1.0,1
GIK12392-1,-16.85,25.17,2575.0,0.412,10658.8,0.96,2.73,1.0,1
GIK12392-1,-16.85,25.17,2575.0,0.512,11804.2,0.65,3.09,1.0,1
GIK12392-1,-16.85,25.17,2575.0,0.613,12881.9,0.7,3.54,1.0,1
GIK12392-1,-16.85,25.17,2575.0,0.663,13408.2,0.51,3.31,1.0,1
GIK12392-1,-16.85,25.17,2575.0,0.712,13907.0,0.22,3.32,1.0,1
GIK12392-1,-16.85,25.17,2575.0,0.812,14929.6,0.51,3.67,1.0,1
GIK12392-1,-16.85,25.17,2575.0,0.863,15455.3,0.35,3.75,1.0,1
GIK12392-1,-16.85,25.17,2575.0,0.913,15977.9,0.23,3.62,1.0,1
GIK12392-1,-16.85,25.17,2575.0,1.013,17043.1,0.25,3.82,1.0,1
GIK12392-1,-16.85,25.17,2575.0,1.112,17918.4,0.37,4.57,1.0,1
GIK12392-1,-16.85,25.17,2575.0,1.212,18450.0,0.46,4.5,1.0,1
GIK12392-1,-16.85,25.17,2575.0,1.312,18957.8,0.23,4.56,1.0,1
GIK12392-1,-16.85,25.17,2575.0,1.413,19449.1,0.31,4.36,1.0,1
GIK12392-1,-16.85,25.17,2575.0,1.513,19913.5,0.25,4.51,1.0,1
GIK12392-1,-16.85,25.17,2575.0,1.58,20231.0,0.48,4.48,1.0,1
GIK12392-1,-16.85,25.17,2575.0,1.612,20391.2,0.51,4.09,1.0,1
GIK12392-1,-16.85,25.17,2575.0,1.712,20912.4,0.45,4.36,1.0,1
GIK12392-1,-16.85,25.17,2575.0,1.812,21448.6,0.56,4.37,1.0,1
GIK12392-1,-16.85,25.17,2575.0,1.813,21454.4,0.29,4.39,1.0,1
GIK12392-1,-16.85,25.17,2575.0,1.913,22003.8,0.36,4.36,1.0,1
GIK12392-1,-16.85,25.17,2575.0,2.013,22942.0,0.32,4.22,1.0,1
GIK12392-1,-16.85,25.17,2575.0,2.112,24475.6,0.21,4.13,1.0,1
GIK12392-1,-16.85,25.17,2575.0,2.115,24517.000000000004,0.53,4.37,1.0,1
GIK12392-1,-16.85,25.17,2575.0,2.213,25875.5,0.21,4.13,1.0,1
GIK12392-1,-16.85,25.17,2575.0,2.293,26768.800000000003,0.21,4.31,1.0,1
GIK12392-1,-16.85,25.17,2575.0,2.412,27585.0,0.27,4.25,1.0,1
GIK12392-1,-16.85,25.17,2575.0,2.513,28259.5,0.3,4.18,1.0,1
GIK12392-1,-16.85,25.17,2575.0,2.612,28886.0,0.45,3.98,1.0,1
GIK12392-1,-16.85,25.17,2575.0,2.713,29507.9,0.38,4.06,1.0,1
GIK12392-1,-16.85,25.17,2575.0,2.812,30139.4,0.34,4.01,1.0,1
GIK12392-1,-16.85,25.17,2575.0,2.91,30805.0,0.32,4.23,1.0,1
GIK12392-1,-16.85,25.17,2575.0,2.912,30819.2,0.25,4.23,1.0,1
GIK12392-1,-16.85,25.17,2575.0,3.013,31523.4,0.6,4.03,1.0,1
GIK12392-1,-16.85,25.17,2575.0,3.112,32074.0,0.41,4.0,1.0,1
GS07-150-17_1GC-A,-37.08,-4.22,1000.0,0.5,8048.999999999999,1.02,2.48,1.0,1
GS07-150-17_1GC-A,-37.08,-4.22,1000.0,0.55,8601.0,1.06,2.37,1.0,1
GS07-150-17_1GC-A,-37.08,-4.22,1000.0,0.6,9158.0,1.02,2.52,1.0,1
GS07-150-17_1GC-A,-37.08,-4.22,1000.0,0.65,9536.0,0.99,2.43,1.0,1
GS07-150-17_1GC-A,-37.08,-4.22,1000.0,0.7,9886.0,0.97,2.49,1.0,1
GS07-150-17_1GC-A,-37.08,-4.22,1000.0,0.75,10174.0,0.92,2.47,1.0,1
GS07-150-17_1GC-A,-37.08,-4.22,1000.0,0.8,10433.0,0.96,2.51,1.0,1
GS07-150-17_1GC-A,-37.08,-4.22,1000.0,0.84,10678.0,0.94,2.42,1.0,1
GS07-150-17_1GC-A,-37.08,-4.22,1000.0,0.9,11093.0,0.73,2.62,1.0,1
GS07-150-17_1GC-A,-37.08,-4.22,1000.0,0.95,11651.0,0.47,2.36,1.0,1
GS07-150-17_1GC-A,-37.08,-4.22,1000.0,1.01,12308.0,0.79,2.82,1.0,1
GS07-150-17_1GC-A,-37.08,-4.22,1000.0,1.06,12671.0,0.81,2.82,1.0,1
GS07-150-17_1GC-A,-37.08,-4.22,1000.0,1.1,12943.0,0.8,2.96,1.0,1
GS07-150-17_1GC-A,-37.08,-4.22,1000.0,1.16,13555.0,0.78,3.0,1.0,1
GS07-150-17_1GC-A,-37.08,-4.22,1000.0,1.19,13860.0,0.77,3.17,1.0,1
GS07-150-17_1GC-A,-37.08,-4.22,1000.0,1.26,14627.0,0.35,2.65,1.0,1
GS07-150-17_1GC-A,-37.08,-4.22,1000.0,1.32,15680.0,0.44,3.26,1.0,1
GS07-150-17_1GC-A,-37.08,-4.22,1000.0,1.35,15909.0,0.61,3.25,1.0,1
GS07-150-17_1GC-A,-37.08,-4.22,1000.0,1.4,16265.999999999998,0.53,3.17,1.0,1
GS07-150-17_1GC-A,-37.08,-4.22,1000.0,1.47,17223.0,0.73,3.32,1.0,1
GS07-150-17_1GC-A,-37.08,-4.22,1000.0,1.51,17703.0,0.93,3.39,1.0,1
GS07-150-17_1GC-A,-37.08,-4.22,1000.0,1.55,18211.0,1.0,3.66,1.0,1
GS07-150-17_1GC-A,-37.08,-4.22,1000.0,1.66,20154.0,1.07,3.57,1.0,1
GS07-150-17_1GC-A,-37.08,-4.22,1000.0,1.7,20886.0,1.08,3.78,1.0,1
GS07-150-17_1GC-A,-37.08,-4.22,1000.0,1.75,21777.0,1.22,3.6,1.0,1
GS07-150-17_1GC-A,-37.08,-4.22,1000.0,1.8,22699.0,1.06,3.51,1.0,1
SSD-044-GC-01,76.99,4.99,3160.0,0.02,2237.0,0.17,2.8,1.0,3
SSD-044-GC-01,76.99,4.99,3160.0,0.04,2846.0,0.22,2.66,1.0,3
SSD-044-GC-01,76.99,4.99,3160.0,0.06,3451.0,0.14,2.79,1.0,3
SSD-044-GC-01,76.99,4.99,3160.0,0.08,4015.0,0.36,2.81,1.0,3
SSD-044-GC-01,76.99,4.99,3160.0,0.1,4537.0,0.32,2.8,1.0,3
SSD-044-GC-01,76.99,4.99,3160.0,0.12,5055.0,0.31,2.63,1.0,3
SSD-044-GC-01,76.99,4.99,3160.0,0.14,5706.0,0.38,2.84,1.0,3
SSD-044-GC-01,76.99,4.99,3160.0,0.16,6670.0,0.21,2.93,1.0,3
SSD-044-GC-01,76.99,4.99,3160.0,0.18,7638.0,0.25,2.85,1.0,3
SSD-044-GC-01,76.99,4.99,3160.0,0.2,8546.0,0.23,3.24,1.0,3
SSD-044-GC-01,76.99,4.99,3160.0,0.22,9422.0,0.02,2.83,1.0,3
SSD-044-GC-01,76.99,4.99,3160.0,0.24,10237.0,0.32,2.8,1.0,3
SSD-044-GC-01,76.99,4.99,3160.0,0.26,10872.0,-0.07,3.68,1.0,3
SSD-044-GC-01,76.99,4.99,3160.0,0.28,11580.0,0.07,3.49,1.0,3
SSD-044-GC-01,76.99,4.99,3160.0,0.3,12351.0,0.24,3.14,1.0,3
SSD-044-GC-01,76.99,4.99,3160.0,0.32,12775.0,0.16,3.43,1.0,3
SSD-044-GC-01,76.99,4.99,3160.0,0.34,13278.0,-0.25,4.32,1.0,3
SSD-044-GC-01,76.99,4.99,3160.0,0.36,13946.0,-0.03,3.85,1.0,3
