Site,Sample label,sample_depth,technique,lab. code,species/material,radiocarbon_age (y),radiocarbon_age_error_plus (y),radiocarbon_age_error_minus (y),reservoir_age (y),reservoir_age_error_plus (y),reservoir_age_error_minus (y),calendar_age (yBP),calendar_age_error_plus (yBP),calendar_age_error_minus (yBP),calibration curve,alignment target,alignment proxy,note1,note2,original reference,data doi
MD95-2039,,5.425,,KIA 786,G. bulloides/N. pachyderma,20720,220,220,863,68,68,23901,555,545,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.82025
MD95-2039,,6.48,,KIA 787,G. bulloides/N. pachyderma,22810,280,280,884.4,59.3,59.3,26231,706,531,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.82025
MD95-2039,,8.185,,KIA 788,G. bulloides/N. pachyderma,27980,520,520,950.1,86.3,86.3,31128,1259,958,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.82025
MD95-2039,,9.4,,KIA13631,G. bulloides/N. pachyderma,32530,480,480,759.2,68.9,68.9,35676,1055,964,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.82025
MD95-2039,,9.49,,KIA 789,G. bulloides/N. pachyderma,29000,590,590,728.2,77.9,77.9,32316,1268,1104,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.82025
MD95-2039,,10.19,,KIA 790/1,G. bulloides/N. pachyderma,31040,690,690,842.6,66.2,66.2,34321,1363,1284,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.82025
MD95-2039,,15.8000001907,,,,,,,,,,72500,940,940,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.82025
MD95-2039,,17.2999992371,,,,,,,,,,91500,2360,2360,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.82025
MD95-2039,,18.7000007629,,,,,,,,,,117000,4860,4860,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.82025
MD95-2039,,19.7000007629,,,,,,,,,,134000,2720,2720,IntCal13,,,From Jonkers et al. 2020 compilation paper,,,https://doi.pangaea.de/10.1594/PANGAEA.82025
