Site,Sample label,sample_depth,technique,lab. code,species/material,radiocarbon_age (y),radiocarbon_age_error_plus (y),radiocarbon_age_error_minus (y),reservoir_age (y),reservoir_age_error_plus (y),reservoir_age_error_minus (y),calendar_age (yBP),calendar_age_error_plus (yBP),calendar_age_error_minus (yBP),calibration curve,alignment target,alignment proxy,note1,note2,original reference,data doi
GeoB1711,,1.405,,KIA 47681,,14030,120,120,570,200,200,15917,333,315,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.43,,KIA 49308,,13850,70,70,570,200,200,15672,288,319,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.455,,KIA 47689,,14560,70,70,570,200,200,16639,281,311,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.48,,KIA 49309,,14520,80,80,570,200,200,16588,282,311,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.505,,KIA 47682,,14550,130,130,570,200,200,16630,310,339,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.53,,KIA 49353,,15500,90,90,570,200,200,17823,247,268,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.555,,KIA 47686,,15170,90,90,570,200,200,17437,263,290,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.57,,UCI 140160,,15580,60,60,570,200,200,17918,242,259,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.58,,KIA 49354,,15720,90,90,570,200,200,18085,265,246,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.59,,UCI 140161,,15830,60,60,570,200,200,18203,227,244,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.605,,KIA 47683,,15880,110,110,570,200,200,18255,245,261,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.63,,KIA 49355,,16070,110,110,570,200,200,18454,266,240,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.655,,KIA 47684,,16220,160,160,570,200,200,18612,268,279,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.68,,KIA 49356,,16390,100,100,570,200,200,18799,231,255,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.705,,KIA 47622,,16680,140,140,570,200,200,19129,261,288,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.755,,KIA48699,,16700,90,90,570,200,200,19144,246,264,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.77,,UCI 140162,,16850,70,70,570,200,200,19305,235,280,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.78,,KIA 49357,,17160,110,110,570,200,200,19685,305,266,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.805,,KIA 47664,,17590,180,180,570,200,200,20202,338,316,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.83,,KIA 49365,,17410,120,120,570,200,200,19979,271,316,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.835,,KIA556,Globorotalia inflata,17140,130,130,570,200,200,19660,320,284,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.855,,KIA 47665,,17610,190,190,570,200,200,20227,343,329,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.88,,UCI 127542,,17225,40,40,570,200,200,19762,248,240,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.905,,KIA 47666,,17950,170,170,570,200,200,20635,315,352,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.93,,KIA 49366,,17870,130,130,570,200,200,20530,290,312,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.955,,KIA 47667,,17990,190,190,570,200,200,20688,332,378,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.97,,UCI 140163,,18350,70,70,570,200,200,21140,290,299,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,1.98,,KIA 49367,,18650,140,140,570,200,200,21524,326,329,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,2.005,,KIA 47668,,18760,180,180,570,200,200,21663,347,372,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,2.03,,KIA 49368,,18890,140,140,570,200,200,21831,349,296,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,2.055,,KIA 47669,,18690,190,190,570,200,200,21574,346,384,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,2.08,,KIA 49369,,18730,150,150,570,200,200,21626,324,349,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,2.105,,KIA 47670,,19250,190,190,570,200,200,22226,274,325,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,2.13,,KIA 49398,,21250,160,160,570,200,200,24540,360,350,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,2.155,,KIA 47671,,20810,250,250,570,200,200,24006,354,393,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,2.18,,KIA 49306,,21290,170,170,570,200,200,24596,364,354,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,2.205,,KIA 47672,,21290,280,280,570,200,200,24610,440,442,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,2.23,,KIA 49400,,20200,150,150,570,200,200,23290,300,313,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,2.255,,KIA 47673,,21630,310,310,570,200,200,24982,438,459,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,2.28,,KIA 49401,,21490,170,170,570,200,200,24828,342,352,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,2.305,,KIA 47674,,21800,280,280,570,200,200,25179,451,399,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,2.33,,KIA 49414,,21580,170,170,570,200,200,24928,322,377,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,2.355,,KIA 47675,,22640,370,370,570,200,200,26084,426,447,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,2.38,,KIA 49415,,23510,220,220,570,200,200,26928,352,317,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,2.405,,KIA 47676,,23580,420,420,570,200,200,26964,476,440,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,2.43,,KIA555,Globorotalia inflata,18740,130,130,570,200,200,21639,311,333,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,2.455,,KIA 47677,,25040,490,490,570,200,200,28311,409,541,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,2.505,,KIA 47678,,25490,490,490,570,200,200,28736,514,623,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,2.885,,KIA4110,Globigerina bulloides,29130,240,240,570,200,200,32200,420,529,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,
GeoB1711,,3.335,,KIA554,Globorotalia inflata,35370,1090,1090,570,200,200,39121,1379,1259,SHCal13 + res age temporal component,,,From Waelbroeck et al. 2019 compilation,,,

