Site,Sample Label,archival_depth (m),d13C (VPDB),d18O (VPDB),d13C_corrected (PDB),d18O_corrected (PDB),Number of shells,Minimum mesh size (um),Maximum mesh size (um),Taxon,Taxon_flag,Taxon_note1,Taxon_note2,Taxon_note3,Additional_note,Publication source,Original Reference,File Name,Data source,quality control
SO75_3_26KL,,0.98,1.04,2.0,1.04,2.0,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"In supplement to: Willamowski, C (1999): Verteilungsmuster von Spurenmetallen im glazialen Nordatlantik: Rekonstruktion der N�hrstoffbilanz anhand von Cadmiumkonzentrationen in kalkschaligen Foraminiferen. GEOMAR Report, 79, 107 pp, https://doi.org/10.3289/GEOMAR_Report_79, In supplement to: Zahn, R et al. (1997): Thermohaline instability in the North Atlantic during meltwater events: Stable isotope and ice-rafted detritus records from core SO75-26KL, Portuguese margin. Paleoceanography, 12(5), 696-710, https://doi.org/10.1029/97PA00581",,"PANGAEA, Zahn, Rainer; Schoenfeld, Joachim; Kudrass, Hermann-Rudolph; Park, M-H; Erlenkeuser, Helmut; Grootes, Pieter Meiert (1997): (Table 1) Age determination of sediment core SO75-26KL. PANGAEA, https://doi.org/10.1594/PANGAEA.734073,",1
SO75_3_26KL,,1.0,1.01,2.02,1.01,2.02,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"In supplement to: Willamowski, C (1999): Verteilungsmuster von Spurenmetallen im glazialen Nordatlantik: Rekonstruktion der N�hrstoffbilanz anhand von Cadmiumkonzentrationen in kalkschaligen Foraminiferen. GEOMAR Report, 79, 107 pp, https://doi.org/10.3289/GEOMAR_Report_79, In supplement to: Zahn, R et al. (1997): Thermohaline instability in the North Atlantic during meltwater events: Stable isotope and ice-rafted detritus records from core SO75-26KL, Portuguese margin. Paleoceanography, 12(5), 696-710, https://doi.org/10.1029/97PA00581",,"PANGAEA, Zahn, Rainer; Schoenfeld, Joachim; Kudrass, Hermann-Rudolph; Park, M-H; Erlenkeuser, Helmut; Grootes, Pieter Meiert (1997): (Table 1) Age determination of sediment core SO75-26KL. PANGAEA, https://doi.org/10.1594/PANGAEA.734073,",1
SO75_3_26KL,,1.015,1.0,1.69,1.0,1.69,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"In supplement to: Willamowski, C (1999): Verteilungsmuster von Spurenmetallen im glazialen Nordatlantik: Rekonstruktion der N�hrstoffbilanz anhand von Cadmiumkonzentrationen in kalkschaligen Foraminiferen. GEOMAR Report, 79, 107 pp, https://doi.org/10.3289/GEOMAR_Report_79, In supplement to: Zahn, R et al. (1997): Thermohaline instability in the North Atlantic during meltwater events: Stable isotope and ice-rafted detritus records from core SO75-26KL, Portuguese margin. Paleoceanography, 12(5), 696-710, https://doi.org/10.1029/97PA00581",,"PANGAEA, Zahn, Rainer; Schoenfeld, Joachim; Kudrass, Hermann-Rudolph; Park, M-H; Erlenkeuser, Helmut; Grootes, Pieter Meiert (1997): (Table 1) Age determination of sediment core SO75-26KL. PANGAEA, https://doi.org/10.1594/PANGAEA.734073,",1
SO75_3_26KL,,1.02,1.07,1.99,1.07,1.99,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"In supplement to: Willamowski, C (1999): Verteilungsmuster von Spurenmetallen im glazialen Nordatlantik: Rekonstruktion der N�hrstoffbilanz anhand von Cadmiumkonzentrationen in kalkschaligen Foraminiferen. GEOMAR Report, 79, 107 pp, https://doi.org/10.3289/GEOMAR_Report_79, In supplement to: Zahn, R et al. (1997): Thermohaline instability in the North Atlantic during meltwater events: Stable isotope and ice-rafted detritus records from core SO75-26KL, Portuguese margin. Paleoceanography, 12(5), 696-710, https://doi.org/10.1029/97PA00581",,"PANGAEA, Zahn, Rainer; Schoenfeld, Joachim; Kudrass, Hermann-Rudolph; Park, M-H; Erlenkeuser, Helmut; Grootes, Pieter Meiert (1997): (Table 1) Age determination of sediment core SO75-26KL. PANGAEA, https://doi.org/10.1594/PANGAEA.734073,",1
SO75_3_26KL,,1.04,1.0,1.85,1.0,1.85,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"In supplement to: Willamowski, C (1999): Verteilungsmuster von Spurenmetallen im glazialen Nordatlantik: Rekonstruktion der N�hrstoffbilanz anhand von Cadmiumkonzentrationen in kalkschaligen Foraminiferen. GEOMAR Report, 79, 107 pp, https://doi.org/10.3289/GEOMAR_Report_79, In supplement to: Zahn, R et al. (1997): Thermohaline instability in the North Atlantic during meltwater events: Stable isotope and ice-rafted detritus records from core SO75-26KL, Portuguese margin. Paleoceanography, 12(5), 696-710, https://doi.org/10.1029/97PA00581",,"PANGAEA, Zahn, Rainer; Schoenfeld, Joachim; Kudrass, Hermann-Rudolph; Park, M-H; Erlenkeuser, Helmut; Grootes, Pieter Meiert (1997): (Table 1) Age determination of sediment core SO75-26KL. PANGAEA, https://doi.org/10.1594/PANGAEA.734073,",1
SO75_3_26KL,,1.06,1.01,2.16,1.01,2.16,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"In supplement to: Willamowski, C (1999): Verteilungsmuster von Spurenmetallen im glazialen Nordatlantik: Rekonstruktion der N�hrstoffbilanz anhand von Cadmiumkonzentrationen in kalkschaligen Foraminiferen. GEOMAR Report, 79, 107 pp, https://doi.org/10.3289/GEOMAR_Report_79, In supplement to: Zahn, R et al. (1997): Thermohaline instability in the North Atlantic during meltwater events: Stable isotope and ice-rafted detritus records from core SO75-26KL, Portuguese margin. Paleoceanography, 12(5), 696-710, https://doi.org/10.1029/97PA00581",,"PANGAEA, Zahn, Rainer; Schoenfeld, Joachim; Kudrass, Hermann-Rudolph; Park, M-H; Erlenkeuser, Helmut; Grootes, Pieter Meiert (1997): (Table 1) Age determination of sediment core SO75-26KL. PANGAEA, https://doi.org/10.1594/PANGAEA.734073,",1
SO75_3_26KL,,1.08,1.04,2.08,1.04,2.08,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"In supplement to: Willamowski, C (1999): Verteilungsmuster von Spurenmetallen im glazialen Nordatlantik: Rekonstruktion der N�hrstoffbilanz anhand von Cadmiumkonzentrationen in kalkschaligen Foraminiferen. GEOMAR Report, 79, 107 pp, https://doi.org/10.3289/GEOMAR_Report_79, In supplement to: Zahn, R et al. (1997): Thermohaline instability in the North Atlantic during meltwater events: Stable isotope and ice-rafted detritus records from core SO75-26KL, Portuguese margin. Paleoceanography, 12(5), 696-710, https://doi.org/10.1029/97PA00581",,"PANGAEA, Zahn, Rainer; Schoenfeld, Joachim; Kudrass, Hermann-Rudolph; Park, M-H; Erlenkeuser, Helmut; Grootes, Pieter Meiert (1997): (Table 1) Age determination of sediment core SO75-26KL. PANGAEA, https://doi.org/10.1594/PANGAEA.734073,",1
SO75_3_26KL,,1.1,1.01,2.22,1.01,2.22,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"In supplement to: Willamowski, C (1999): Verteilungsmuster von Spurenmetallen im glazialen Nordatlantik: Rekonstruktion der N�hrstoffbilanz anhand von Cadmiumkonzentrationen in kalkschaligen Foraminiferen. GEOMAR Report, 79, 107 pp, https://doi.org/10.3289/GEOMAR_Report_79, In supplement to: Zahn, R et al. (1997): Thermohaline instability in the North Atlantic during meltwater events: Stable isotope and ice-rafted detritus records from core SO75-26KL, Portuguese margin. Paleoceanography, 12(5), 696-710, https://doi.org/10.1029/97PA00581",,"PANGAEA, Zahn, Rainer; Schoenfeld, Joachim; Kudrass, Hermann-Rudolph; Park, M-H; Erlenkeuser, Helmut; Grootes, Pieter Meiert (1997): (Table 1) Age determination of sediment core SO75-26KL. PANGAEA, https://doi.org/10.1594/PANGAEA.734073,",1
SO75_3_26KL,,1.115,0.89,2.21,0.89,2.21,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"In supplement to: Willamowski, C (1999): Verteilungsmuster von Spurenmetallen im glazialen Nordatlantik: Rekonstruktion der N�hrstoffbilanz anhand von Cadmiumkonzentrationen in kalkschaligen Foraminiferen. GEOMAR Report, 79, 107 pp, https://doi.org/10.3289/GEOMAR_Report_79, In supplement to: Zahn, R et al. (1997): Thermohaline instability in the North Atlantic during meltwater events: Stable isotope and ice-rafted detritus records from core SO75-26KL, Portuguese margin. Paleoceanography, 12(5), 696-710, https://doi.org/10.1029/97PA00581",,"PANGAEA, Zahn, Rainer; Schoenfeld, Joachim; Kudrass, Hermann-Rudolph; Park, M-H; Erlenkeuser, Helmut; Grootes, Pieter Meiert (1997): (Table 1) Age determination of sediment core SO75-26KL. PANGAEA, https://doi.org/10.1594/PANGAEA.734073,",1
SO75_3_26KL,,1.12,1.01,2.4,1.01,2.4,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"In supplement to: Willamowski, C (1999): Verteilungsmuster von Spurenmetallen im glazialen Nordatlantik: Rekonstruktion der N�hrstoffbilanz anhand von Cadmiumkonzentrationen in kalkschaligen Foraminiferen. GEOMAR Report, 79, 107 pp, https://doi.org/10.3289/GEOMAR_Report_79, In supplement to: Zahn, R et al. (1997): Thermohaline instability in the North Atlantic during meltwater events: Stable isotope and ice-rafted detritus records from core SO75-26KL, Portuguese margin. Paleoceanography, 12(5), 696-710, https://doi.org/10.1029/97PA00581",,"PANGAEA, Zahn, Rainer; Schoenfeld, Joachim; Kudrass, Hermann-Rudolph; Park, M-H; Erlenkeuser, Helmut; Grootes, Pieter Meiert (1997): (Table 1) Age determination of sediment core SO75-26KL. PANGAEA, https://doi.org/10.1594/PANGAEA.734073,",1
SO75_3_26KL,,1.14,0.94,2.42,0.94,2.42,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"In supplement to: Willamowski, C (1999): Verteilungsmuster von Spurenmetallen im glazialen Nordatlantik: Rekonstruktion der N�hrstoffbilanz anhand von Cadmiumkonzentrationen in kalkschaligen Foraminiferen. GEOMAR Report, 79, 107 pp, https://doi.org/10.3289/GEOMAR_Report_79, In supplement to: Zahn, R et al. (1997): Thermohaline instability in the North Atlantic during meltwater events: Stable isotope and ice-rafted detritus records from core SO75-26KL, Portuguese margin. Paleoceanography, 12(5), 696-710, https://doi.org/10.1029/97PA00581",,"PANGAEA, Zahn, Rainer; Schoenfeld, Joachim; Kudrass, Hermann-Rudolph; Park, M-H; Erlenkeuser, Helmut; Grootes, Pieter Meiert (1997): (Table 1) Age determination of sediment core SO75-26KL. PANGAEA, https://doi.org/10.1594/PANGAEA.734073,",1
SO75_3_26KL,,1.16,0.92,2.42,0.92,2.42,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"In supplement to: Willamowski, C (1999): Verteilungsmuster von Spurenmetallen im glazialen Nordatlantik: Rekonstruktion der N�hrstoffbilanz anhand von Cadmiumkonzentrationen in kalkschaligen Foraminiferen. GEOMAR Report, 79, 107 pp, https://doi.org/10.3289/GEOMAR_Report_79, In supplement to: Zahn, R et al. (1997): Thermohaline instability in the North Atlantic during meltwater events: Stable isotope and ice-rafted detritus records from core SO75-26KL, Portuguese margin. Paleoceanography, 12(5), 696-710, https://doi.org/10.1029/97PA00581",,"PANGAEA, Zahn, Rainer; Schoenfeld, Joachim; Kudrass, Hermann-Rudolph; Park, M-H; Erlenkeuser, Helmut; Grootes, Pieter Meiert (1997): (Table 1) Age determination of sediment core SO75-26KL. PANGAEA, https://doi.org/10.1594/PANGAEA.734073,",1
SO75_3_26KL,,1.18,0.81,1.94,0.81,1.94,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"In supplement to: Willamowski, C (1999): Verteilungsmuster von Spurenmetallen im glazialen Nordatlantik: Rekonstruktion der N�hrstoffbilanz anhand von Cadmiumkonzentrationen in kalkschaligen Foraminiferen. GEOMAR Report, 79, 107 pp, https://doi.org/10.3289/GEOMAR_Report_79, In supplement to: Zahn, R et al. (1997): Thermohaline instability in the North Atlantic during meltwater events: Stable isotope and ice-rafted detritus records from core SO75-26KL, Portuguese margin. Paleoceanography, 12(5), 696-710, https://doi.org/10.1029/97PA00581",,"PANGAEA, Zahn, Rainer; Schoenfeld, Joachim; Kudrass, Hermann-Rudolph; Park, M-H; Erlenkeuser, Helmut; Grootes, Pieter Meiert (1997): (Table 1) Age determination of sediment core SO75-26KL. PANGAEA, https://doi.org/10.1594/PANGAEA.734073,",1
SO75_3_26KL,,1.215,0.83,2.28,0.83,2.28,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"In supplement to: Willamowski, C (1999): Verteilungsmuster von Spurenmetallen im glazialen Nordatlantik: Rekonstruktion der N�hrstoffbilanz anhand von Cadmiumkonzentrationen in kalkschaligen Foraminiferen. GEOMAR Report, 79, 107 pp, https://doi.org/10.3289/GEOMAR_Report_79, In supplement to: Zahn, R et al. (1997): Thermohaline instability in the North Atlantic during meltwater events: Stable isotope and ice-rafted detritus records from core SO75-26KL, Portuguese margin. Paleoceanography, 12(5), 696-710, https://doi.org/10.1029/97PA00581",,"PANGAEA, Zahn, Rainer; Schoenfeld, Joachim; Kudrass, Hermann-Rudolph; Park, M-H; Erlenkeuser, Helmut; Grootes, Pieter Meiert (1997): (Table 1) Age determination of sediment core SO75-26KL. PANGAEA, https://doi.org/10.1594/PANGAEA.734073,",1
SO75_3_26KL,,1.22,0.62,2.68,0.62,2.68,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"In supplement to: Willamowski, C (1999): Verteilungsmuster von Spurenmetallen im glazialen Nordatlantik: Rekonstruktion der N�hrstoffbilanz anhand von Cadmiumkonzentrationen in kalkschaligen Foraminiferen. GEOMAR Report, 79, 107 pp, https://doi.org/10.3289/GEOMAR_Report_79, In supplement to: Zahn, R et al. (1997): Thermohaline instability in the North Atlantic during meltwater events: Stable isotope and ice-rafted detritus records from core SO75-26KL, Portuguese margin. Paleoceanography, 12(5), 696-710, https://doi.org/10.1029/97PA00581",,"PANGAEA, Zahn, Rainer; Schoenfeld, Joachim; Kudrass, Hermann-Rudolph; Park, M-H; Erlenkeuser, Helmut; Grootes, Pieter Meiert (1997): (Table 1) Age determination of sediment core SO75-26KL. PANGAEA, https://doi.org/10.1594/PANGAEA.734073,",1
SO75_3_26KL,,1.24,0.54,2.81,0.54,2.81,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"In supplement to: Willamowski, C (1999): Verteilungsmuster von Spurenmetallen im glazialen Nordatlantik: Rekonstruktion der N�hrstoffbilanz anhand von Cadmiumkonzentrationen in kalkschaligen Foraminiferen. GEOMAR Report, 79, 107 pp, https://doi.org/10.3289/GEOMAR_Report_79, In supplement to: Zahn, R et al. (1997): Thermohaline instability in the North Atlantic during meltwater events: Stable isotope and ice-rafted detritus records from core SO75-26KL, Portuguese margin. Paleoceanography, 12(5), 696-710, https://doi.org/10.1029/97PA00581",,"PANGAEA, Zahn, Rainer; Schoenfeld, Joachim; Kudrass, Hermann-Rudolph; Park, M-H; Erlenkeuser, Helmut; Grootes, Pieter Meiert (1997): (Table 1) Age determination of sediment core SO75-26KL. PANGAEA, https://doi.org/10.1594/PANGAEA.734073,",1
SO75_3_26KL,,1.26,0.65,2.76,0.65,2.76,,,,Cibicidoides wuellerstorfi,1,,,,,Repschlaeger et al. 2021 compilation,"In supplement to: Willamowski, C (1999): Verteilungsmuster von Spurenmetallen im glazialen Nordatlantik: Rekonstruktion der N�hrstoffbilanz anhand von Cadmiumkonzentrationen in kalkschaligen Foraminiferen. GEOMAR Report, 79, 107 pp, https://doi.org/10.3289/GEOMAR_Report_79, In supplement to: Zahn, R et al. (1997): Thermohaline instability in the North Atlantic during meltwater events: Stable isotope and ice-rafted detritus records from core SO75-26KL, Portuguese margin. Paleoceanography, 12(5), 696-710, https://doi.org/10.1029/97PA00581",,"PANGAEA, Zahn, Rainer; Schoenfeld, Joachim; Kudrass, Hermann-Rudolph; Park, M-H; Erlenkeuser, Helmut; Grootes, Pieter Meiert (1997): (Table 1) Age determination of sediment core SO75-26KL. PANGAEA, https://doi.org/10.1594/PANGAEA.734073,",1
