# NOAA Paleoclimatology Program - Paleocean Site Data
# m952042s-tab.txt
# Complete Data
# File Created: 18-Jan-2005
#
#*********************************************************************************
# Please cite the contributor and the original publications when using these data
#*********************************************************************************
#
# Missing Values indicated by '-999'
#
# PI:             Nicholas J. Shackleton
# Core/Site:      MD952042
# Latitude:       37.48.00N	( 37.8)
# Longitude:      10.10.00W	( -10.16667)
# Water Depth(m): 3146
#
# Publications:
#   Shackleton, N.J., M.A. Hall, and E. Vincent. 2000. Phase relationships between
#     millennial scale events 64000 to 24000 years ago. Paleoceanography 15(6):565.
#------------------
#
# Description & Notes:
#   MD952042 High Resolution Oxygen and Carbon Isotope Data.
#   Data precision: better than .1 per mil. Chronostratigraphic information: direct
#   AMS and match to coral ages for events; GRIP Date of data generation: 1996. Please
#   note: tuning to GISP2 60-75 ka (GISP-matched agemod,
revised June 2002 at 68.72
#   ka)
#
# Variables:
#             depth         Depth (cm)
#             yrBP GRIP     radiocarbon years B.P. (Libby half-life; B.P. = 1950)
#             yrBP GISP     radiocarbon years B.P. (Libby half-life; B.P. = 1950)
#             d13Ch.eleg    delta C13 PDB (Hoeglundina elegans)
#             d18Ocwuell_corr             delta O18 PDB (benthic foraminifers) corrected to compare with Uvigerina spp.
#             d18Oh.eleg    delta O18 PDB (Hoeglundina elegans)
#             d13Cp.wuell   delta C13 PDB (Planulina wuellerstorfi)
#             d18Op.wuell   delta O18 PDB (Planulina wuellerstorfi)
#             d13Cg.bull    delta C13 PDB (Globigerina bulloides)
#             d18Og.bull    delta O18 PDB (Globigerina bulloides)
#             d13Cg.affin   delta C13 PDB (Globobulimina affinis)
#             d18Og.affin   delta O18 PDB (Globobulimina affinis)
#             d13Ccibid     delta C13 PDB (Cibicidoides sp.)
#             d18Ocibid     delta O18 PDB (Cibicidoides sp.)
#             d13Cu.pereg   delta C13 PDB (Uvigerina peregrina)
#             d18Ou.pereg   delta O18 PDB (Uvigerina peregrina)
#             d13Cm.barle   delta C13 PDB (Melonis barleanum)
#             d18Om.barle   delta O18 PDB (Melonis barleanum)
#
# CORE: MD952042
depth	yrBP GRIP	yrBP GISP	d13Ch.eleg	d18Ocwuell_corr	d18Oh.eleg	d13Cp.wuell	d18Op.wuell	d13Cg.bull	d18Og.bull	d13Cg.affin	d18Og.affin	d13Ccibid	d18Ocibid	d13Cu.pereg	d18Ou.pereg	d13Cm.barle	d18Om.barle	notes
2163	-999	-999	-999	-999	-999	-999	-999	0.27	1.9	-999	-999	-999	-999	-999	-999	-999	-999	S99/3336
2167	-999	-999	-999	4.15	-999	-999	-999	-999	-999	-2.96	4.45	-2.96	4.45	-999	-999	-999	-999	MD95-2042M99/3280
2167	-999	-999	-999	-999	-999	-999	-999	-0.06	2.24	-999	-999	-999	-999	-999	-999	-999	-999	S99/3337
2170	-999	-999	-999	-999	-999	-999	-999	-0.13	2.33	-999	-999	-999	-999	-999	-999	-999	-999	S98/1660
2173	-999	-999	-999	4.14	-999	-999	-999	-999	-999	-2.76	4.44	-2.76	4.44	-999	-999	-999	-999	MD95-2042M99/3281
2173	-999	-999	-999	4.06	-999	0.05	3.42	-999	-999	-999	-999	0.05	3.42	-999	-999	-999	-999	MD95-2042M99/3282
2173	-999	-999	-999	-999	-999	-999	-999	-0.09	2.13	-999	-999	-999	-999	-999	-999	-999	-999	S99/3338
2180	-999	-999	-999	4.18	-999	-999	-999	-999	-999	-999	-999	-0.69	4.33	-0.69	4.33	-999	-999	MD95-2042M99/1477
2180	-999	-999	-999	-999	-999	-999	-999	-0.57	1.96	-999	-999	-999	-999	-999	-999	-999	-999	S95/3990
2183	-999	-999	-999	4.29	-999	0.45	3.65	-999	-999	-999	-999	0.45	3.65	-999	-999	-999	-999	MD95-2042M99/3942
2183	-999	-999	-999	4.1	-999	-999	-999	-999	-999	-999	-999	-0.7	4.25	-0.7	4.25	-999	-999	MD95-2042M99/3941
2187	-999	-999	-999	4.17	-999	-999	-999	-999	-999	-999	-999	-0.57	4.32	-0.57	4.32	-999	-999	MD95-2042M99/3943
2187	-999	-999	-999	-999	-999	-999	-999	-0.49	1.32	-999	-999	-999	-999	-999	-999	-999	-999	S99/3339
2190	-999	-999	-999	4.37	-999	0.66	3.73	-999	-999	-999	-999	0.66	3.73	-999	-999	-999	-999	MD95-2042M99/1479
2190	-999	-999	-999	4.19	-999	-999	-999	-999	-999	-999	-999	-0.71	4.34	-0.71	4.34	-999	-999	MD95-2042M99/1478
2190	-999	-999	-999	-999	-999	-999	-999	-1.3	1.08	-999	-999	-999	-999	-999	-999	-999	-999	S98/1661
2193	-999	-999	-999	4.24	-999	-999	-999	-999	-999	-2.28	4.54	-2.28	4.54	-999	-999	-999	-999	MD95-2042M99/3944
2193	-999	-999	-999	4.11	-999	0.6	3.47	-999	-999	-999	-999	0.6	3.47	-999	-999	-999	-999	MD95-2042M99/3945
2193	-999	-999	-999	-999	-999	-999	-999	-0.59	1.44	-999	-999	-999	-999	-999	-999	-999	-999	S99/3340
2197	-999	-999	-999	4.2	-999	-999	-999	-999	-999	-2.05	4.5	-2.05	4.5	-999	-999	-999	-999	MD95-2042M99/3946
2197	-999	-999	-999	-999	-999	-999	-999	-0.86	0.91	-999	-999	-999	-999	-999	-999	-999	-999	S99/3341
2200	-999	-999	-999	4	-999	-999	-999	-999	-999	-999	-999	-0.7	4.15	-0.7	4.15	-999	-999	MD95-2042M99/1480
2200	-999	-999	-999	-999	-999	-999	-999	-1.17	1	-999	-999	-999	-999	-999	-999	-999	-999	S95/3991
2203	-999	-999	-999	4.23	-999	0.52	3.59	-999	-999	-999	-999	0.52	3.59	-999	-999	-999	-999	MD95-2042M99/3948
2203	-999	-999	-999	-999	-999	-999	-999	-0.46	0.96	-999	-999	-999	-999	-999	-999	-999	-999	S99/3342
2207	-999	-999	-999	4	-999	-999	-999	-999	-999	-1.68	4.3	-1.68	4.3	-999	-999	-999	-999	MD95-2042M99/3950
2207	-999	-999	-999	4.07	-999	0.65	3.43	-999	-999	-999	-999	0.65	3.43	-999	-999	-999	-999	MD95-2042M99/3949
2207	-999	-999	-999	-999	-999	-999	-999	-0.51	1.17	-999	-999	-999	-999	-999	-999	-999	-999	S99/3343
2210	-999	-999	-999	4.1	-999	0.88	3.46	-999	-999	-999	-999	0.88	3.46	-999	-999	-999	-999	MD95-2042M99/1559
2210	-999	-999	-999	3.97	-999	-999	-999	-999	-999	-999	-999	-0.53	4.12	-0.53	4.12	-999	-999	MD95-2042M99/1560
2210	-999	-999	-999	-999	-999	-999	-999	-0.78	1.07	-999	-999	-999	-999	-999	-999	-999	-999	S98/1662
2213	-999	-999	-999	3.8	-999	-999	-999	-999	-999	-1.6	4.1	-1.6	4.1	-999	-999	-999	-999	MD95-2042M99/3951
2213	-999	-999	-999	4.01	-999	-999	-999	-999	-999	-999	-999	-0.6	4.16	-0.6	4.16	-999	-999	MD95-2042M99/3952
2213	-999	-999	-999	-999	-999	-999	-999	-0.6	0.92	-999	-999	-999	-999	-999	-999	-999	-999	S99/3344
2217	-999	-999	-999	3.93	-999	-999	-999	-999	-999	-2	4.23	-2	4.23	-999	-999	-999	-999	MD95-2042M99/3954
2217	-999	-999	-999	3.96	-999	0.79	3.32	-999	-999	-999	-999	0.79	3.32	-999	-999	-999	-999	MD95-2042M99/3953
2217	-999	-999	-999	-999	-999	-999	-999	-0.67	1.08	-999	-999	-999	-999	-999	-999	-999	-999	S99/3345
2220	-999	-999	-999	3.96	-999	0.76	3.32	-999	-999	-999	-999	0.76	3.32	-999	-999	-999	-999	MD95-2042M99/1482
2220	-999	-999	-999	3.79	-999	-999	-999	-999	-999	-999	-999	-0.49	3.94	-0.49	3.94	-999	-999	MD95-2042M99/1481
2220	-999	-999	-999	-999	-999	-999	-999	-1.16	1.05	-999	-999	-999	-999	-999	-999	-999	-999	S95/3992
2223	-999	-999	-999	3.97	-999	0.71	3.33	-999	-999	-999	-999	0.71	3.33	-999	-999	-999	-999	MD95-2042M99/3955
2223	-999	-999	-999	-999	-999	-999	-999	-0.76	1.22	-999	-999	-999	-999	-999	-999	-999	-999	S99/3346
2227	-999	-999	-999	4.01	-999	-999	-999	-999	-999	-1.92	4.31	-1.92	4.31	-999	-999	-999	-999	MD95-2042M99/3957
2227	-999	-999	-999	3.96	-999	0.69	3.32	-999	-999	-999	-999	0.69	3.32	-999	-999	-999	-999	MD95-2042M99/3956
2227	-999	-999	-999	-999	-999	-999	-999	-1.19	0.91	-999	-999	-999	-999	-999	-999	-999	-999	S99/3347
2230	-999	-999	-999	3.96	-999	0.65	3.32	-999	-999	-999	-999	0.65	3.32	-999	-999	-999	-999	MD95-2042M99/1561
2230	-999	-999	-999	-999	-999	-999	-999	-1.21	1.31	-999	-999	-999	-999	-999	-999	-999	-999	S98/1663
2233	-999	-999	-999	4	-999	-999	-999	-999	-999	-2.22	4.3	-2.22	4.3	-999	-999	-999	-999	MD95-2042M99/3958
2233	-999	-999	-999	-999	-999	-999	-999	-1.22	1.06	-999	-999	-999	-999	-999	-999	-999	-999	S99/3348
2237	-999	-999	-999	4.05	-999	0.79	3.41	-999	-999	-999	-999	0.79	3.41	-999	-999	-999	-999	MD95-2042M99/3959
2237	-999	-999	-999	-999	-999	-999	-999	-1.11	1.66	-999	-999	-999	-999	-999	-999	-999	-999	S99/3349
2240	-999	-999	-999	3.87	-999	-999	-999	-999	-999	-1.91	4.17	-1.91	4.17	-999	-999	-999	-999	MD95-2042M99/1483
2240	-999	-999	-999	-999	-999	-999	-999	-1.7	0.81	-999	-999	-999	-999	-999	-999	-999	-999	S95/3993
2243	-999	-999	-999	3.85	-999	-999	-999	-999	-999	-1.97	4.15	-1.97	4.15	-999	-999	-999	-999	MD95-2042M99/3960
2243	-999	-999	-999	3.84	-999	0.79	3.2	-999	-999	-999	-999	0.79	3.2	-999	-999	-999	-999	MD95-2042M99/3961
2243	-999	-999	-999	-999	-999	-999	-999	-1.31	0.8	-999	-999	-999	-999	-999	-999	-999	-999	S99/3350
2247	-999	-999	-999	3.94	-999	-999	-999	-999	-999	-2	4.24	-2	4.24	-999	-999	-999	-999	MD95-2042M99/3964
2247	-999	-999	-999	-999	-999	-999	-999	-1.15	0.89	-999	-999	-999	-999	-999	-999	-999	-999	S99/3351
2250	-999	-999	-999	3.99	-999	0.69	3.35	-999	-999	-999	-999	0.69	3.35	-999	-999	-999	-999	MD95-2042M99/1562
2250	-999	-999	-999	-999	-999	-999	-999	-1.73	0.83	-999	-999	-999	-999	-999	-999	-999	-999	S98/1664
2253	-999	-999	-999	3.88	-999	0.83	3.24	-999	-999	-999	-999	0.83	3.24	-999	-999	-999	-999	MD95-2042M99/3963
2253	-999	-999	-999	3.72	-999	-999	-999	-999	-999	-999	-999	-0.48	3.87	-0.48	3.87	-999	-999	MD95-2042M99/3962
2253	-999	-999	-999	-999	-999	-999	-999	-0.93	1.22	-999	-999	-999	-999	-999	-999	-999	-999	S99/3352
2257	-999	-999	-999	3.55	-999	-999	-999	-999	-999	-2.14	3.85	-2.14	3.85	-999	-999	-999	-999	MD95-2042M99/3966
2257	-999	-999	-999	3.79	-999	-999	-999	-999	-999	-999	-999	-0.37	3.94	-0.37	3.94	-999	-999	MD95-2042M99/3965
2257	-999	-999	-999	-999	-999	-999	-999	-1.24	1.1	-999	-999	-999	-999	-999	-999	-999	-999	S99/3353
2260	-999	-999	-999	3.72	-999	0.62	3.08	-999	-999	-999	-999	0.62	3.08	-999	-999	-999	-999	MD95-2042M99/1484
2260	-999	-999	-999	-999	-999	-999	-999	-1.69	0.9	-999	-999	-999	-999	-999	-999	-999	-999	S95/3994
2263	-999	-999	-999	3.74	-999	-999	-999	-999	-999	-999	-999	-0.16	3.89	-0.16	3.89	-999	-999	MD95-2042M99/3967
2263	-999	-999	-999	-999	-999	-999	-999	-1.32	1.08	-999	-999	-999	-999	-999	-999	-999	-999	S99/3354
2267	-999	-999	-999	3.75	-999	0.66	3.11	-999	-999	-999	-999	0.66	3.11	-999	-999	-999	-999	MD95-2042M99/3968
2267	-999	-999	-999	-999	-999	-999	-999	-1.35	0.49	-999	-999	-999	-999	-999	-999	-999	-999	S99/3355
2270	-999	-999	-999	3.8	-999	0.57	3.16	-999	-999	-999	-999	0.57	3.16	-999	-999	-999	-999	MD95-2042M99/1563
2270	-999	-999	-999	3.52	-999	-999	-999	-999	-999	-999	-999	-0.52	3.67	-0.52	3.67	-999	-999	MD95-2042M99/1564
2270	-999	-999	-999	-999	-999	-999	-999	-1.58	0.84	-999	-999	-999	-999	-999	-999	-999	-999	S98/1665
2273	-999	-999	-999	3.68	-999	0.64	3.04	-999	-999	-999	-999	0.64	3.04	-999	-999	-999	-999	MD95-2042M99/3969
2273	-999	-999	-999	3.62	-999	-999	-999	-999	-999	-999	-999	-0.43	3.77	-0.43	3.77	-999	-999	MD95-2042M99/3970
2273	-999	-999	-999	-999	-999	-999	-999	-1.3	0.66	-999	-999	-999	-999	-999	-999	-999	-999	S99/3356
2277	-999	-999	-999	3.77	-999	-999	-999	-999	-999	-2.35	4.07	-2.35	4.07	-999	-999	-999	-999	MD95-2042M99/3973
2277	-999	-999	-999	3.88	-999	0.75	3.24	-999	-999	-999	-999	0.75	3.24	-999	-999	-999	-999	MD95-2042M99/3971
2277	-999	-999	-999	3.79	-999	-999	-999	-999	-999	-999	-999	-0.29	3.94	-0.29	3.94	-999	-999	MD95-2042M99/3972
2277	-999	-999	-999	-999	-999	-999	-999	-1.14	0.95	-999	-999	-999	-999	-999	-999	-999	-999	S99/3357
2280	-999	-999	-999	3.83	-999	0.77	3.19	-999	-999	-999	-999	0.77	3.19	-999	-999	-999	-999	MD95-2042M99/1485
2280	-999	-999	-999	-999	-999	-999	-999	-1.56	0.8	-999	-999	-999	-999	-999	-999	-999	-999	S95/3995
2283	-999	-999	-999	3.88	-999	0.7	3.24	-999	-999	-999	-999	0.7	3.24	-999	-999	-999	-999	MD95-2042M99/3974
2283	-999	-999	-999	3.77	-999	-999	-999	-999	-999	-999	-999	-0.27	3.92	-0.27	3.92	-999	-999	MD95-2042M99/3975
2283	-999	-999	-999	-999	-999	-999	-999	-1.42	0.33	-999	-999	-999	-999	-999	-999	-999	-999	S99/3358
2287	-999	-999	-999	3.71	-999	-999	-999	-999	-999	-999	-999	-0.3	3.86	-0.3	3.86	-999	-999	MD95-2042M99/3978
2287	-999	-999	-999	-999	-999	-999	-999	-1.22	1.03	-999	-999	-999	-999	-999	-999	-999	-999	S99/3359
2290	-999	-999	-999	3.84	-999	0.81	3.2	-999	-999	-999	-999	0.81	3.2	-999	-999	-999	-999	MD95-2042M99/1565
2290	-999	-999	-999	3.5	-999	-999	-999	-999	-999	-999	-999	-0.37	3.65	-0.37	3.65	-999	-999	MD95-2042M99/1566
2290	-999	-999	-999	-999	-999	-999	-999	-1.63	0.79	-999	-999	-999	-999	-999	-999	-999	-999	S98/1666
2293	-999	-999	-999	3.87	-999	0.81	3.23	-999	-999	-999	-999	0.81	3.23	-999	-999	-999	-999	MD95-2042M99/3977
2293	-999	-999	-999	3.7	-999	-999	-999	-999	-999	-999	-999	-0.57	3.85	-0.57	3.85	-999	-999	MD95-2042M99/3976
2293	-999	-999	-999	-999	-999	-999	-999	-1.37	0.47	-999	-999	-999	-999	-999	-999	-999	-999	S99/3360
2297	-999	-999	-999	3.89	-999	0.57	3.25	-999	-999	-999	-999	0.57	3.25	-999	-999	-999	-999	MD95-2042M99/3980
2297	-999	-999	-999	3.91	-999	-999	-999	-999	-999	-999	-999	-0.21	4.06	-0.21	4.06	-999	-999	MD95-2042M99/3979
2297	-999	-999	-999	-999	-999	-999	-999	-1.11	0.36	-999	-999	-999	-999	-999	-999	-999	-999	S99/3361
2300	-999	-999	-999	3.83	-999	0.71	3.19	-999	-999	-999	-999	0.71	3.19	-999	-999	-999	-999	MD95-2042M99/1486
2300	-999	-999	-999	-999	-999	-999	-999	-1.78	0.52	-999	-999	-999	-999	-999	-999	-999	-999	S95/3996
2303	-999	-999	-999	3.7	-999	-999	-999	-999	-999	-999	-999	-0.49	3.85	-0.49	3.85	-999	-999	MD95-2042M99/3981
2307	-999	-999	-999	3.74	-999	-999	-999	-999	-999	-2.3	4.04	-2.3	4.04	-999	-999	-999	-999	MD95-2042M99/3983
2307	-999	-999	-999	3.79	-999	0.79	3.15	-999	-999	-999	-999	0.79	3.15	-999	-999	-999	-999	MD95-2042M99/3984
2307	-999	-999	-999	3.72	-999	-999	-999	-999	-999	-999	-999	-0.41	3.87	-0.41	3.87	-999	-999	MD95-2042M99/3985
2307	-999	-999	-999	-999	-999	-999	-999	-1.58	0.44	-999	-999	-999	-999	-999	-999	-999	-999	S99/3362
2310	-999	-999	-999	3.7	-999	0.67	3.06	-999	-999	-999	-999	0.67	3.06	-999	-999	-999	-999	MD95-2042M99/1567
2310	-999	-999	-999	3.61	-999	-999	-999	-999	-999	-999	-999	-0.41	3.76	-0.41	3.76	-999	-999	MD95-2042M99/1568
2310	-999	-999	-999	-999	-999	-999	-999	-1.84	0.59	-999	-999	-999	-999	-999	-999	-999	-999	S98/1667
2313	-999	-999	-999	3.74	-999	-999	-999	-999	-999	-2.07	4.04	-2.07	4.04	-999	-999	-999	-999	MD95-2042M99/3987
2313	-999	-999	-999	3.81	-999	0.74	3.17	-999	-999	-999	-999	0.74	3.17	-999	-999	-999	-999	MD95-2042M99/3986
2313	-999	-999	-999	3.76	-999	-999	-999	-999	-999	-999	-999	-0.27	3.91	-0.27	3.91	-999	-999	MD95-2042M99/3988
2313	-999	-999	-999	-999	-999	-999	-999	-1.37	0.5	-999	-999	-999	-999	-999	-999	-999	-999	S99/3363
2317	-999	-999	-999	3.62	-999	-999	-999	-999	-999	-2.34	3.92	-2.34	3.92	-999	-999	-999	-999	MD95-2042M99/3989
2317	-999	-999	-999	3.82	-999	0.63	3.18	-999	-999	-999	-999	0.63	3.18	-999	-999	-999	-999	MD95-2042M99/3990
2317	-999	-999	-999	-999	-999	-999	-999	-1.45	0.53	-999	-999	-999	-999	-999	-999	-999	-999	S99/3364
2320	-999	-999	-999	3.86	-999	0.73	3.22	-999	-999	-999	-999	0.73	3.22	-999	-999	-999	-999	MD95-2042M99/1487
2320	-999	-999	-999	-999	-999	-999	-999	-1.69	0.65	-999	-999	-999	-999	-999	-999	-999	-999	S95/3997
2323	-999	-999	-999	3.89	-999	-999	-999	-999	-999	-2.11	4.19	-2.11	4.19	-999	-999	-999	-999	MD95-2042M99/3991
2323	-999	-999	-999	3.96	-999	0.7	3.32	-999	-999	-999	-999	0.7	3.32	-999	-999	-999	-999	MD95-2042M99/3992
2323	-999	-999	-999	3.6	-999	-999	-999	-999	-999	-999	-999	-0.5	3.75	-0.5	3.75	-999	-999	MD95-2042M99/3993
2323	-999	-999	-999	-999	-999	-999	-999	-1.71	0.25	-999	-999	-999	-999	-999	-999	-999	-999	S99/3365
2327	-999	-999	-999	3.87	-999	-999	-999	-999	-999	-999	-999	-0.52	4.02	-0.52	4.02	-999	-999	MD95-2042M99/3994
2327	-999	-999	-999	-999	-999	-999	-999	-1.98	0.3	-999	-999	-999	-999	-999	-999	-999	-999	M99/5117
2330	-999	-999	-999	3.85	-999	0.64	3.21	-999	-999	-999	-999	0.64	3.21	-999	-999	-999	-999	MD95-2042M99/1569
2330	-999	-999	-999	3.7	-999	-999	-999	-999	-999	-999	-999	-0.41	3.85	-0.41	3.85	-999	-999	MD95-2042M99/1570
2330	-999	-999	-999	-999	-999	-999	-999	-2.37	0.3	-999	-999	-999	-999	-999	-999	-999	-999	S98/1668
2333	-999	-999	-999	3.81	-999	-999	-999	-999	-999	-2.36	4.11	-2.36	4.11	-999	-999	-999	-999	MD95-2042M99/3996
2333	-999	-999	-999	3.87	-999	0.66	3.23	-999	-999	-999	-999	0.66	3.23	-999	-999	-999	-999	MD95-2042M99/3995
2333	-999	-999	-999	-999	-999	-999	-999	-1.75	0.46	-999	-999	-999	-999	-999	-999	-999	-999	S99/3366
2337	-999	-999	-999	3.86	-999	-999	-999	-999	-999	-2.43	4.16	-2.43	4.16	-999	-999	-999	-999	MD95-2042M99/3997
2337	-999	-999	-999	3.85	-999	-999	-999	-999	-999	-999	-999	-0.63	4	-0.63	4	-999	-999	MD95-2042M99/3998
2337	-999	-999	-999	-999	-999	-999	-999	-1.64	0.52	-999	-999	-999	-999	-999	-999	-999	-999	S99/3367
2340	-999	-999	-999	4.2	-999	-999	-999	-999	-999	-2.3	4.5	-2.3	4.5	-999	-999	-999	-999	MD95-2042M99/1964
2340	-999	-999	-999	3.95	-999	-999	-999	-999	-999	-2.41	4.25	-2.41	4.25	-999	-999	-999	-999	MD95-2042M99/1488
2340	-999	-999	-999	-999	-999	-999	-999	-0.99	1.31	-999	-999	-999	-999	-999	-999	-999	-999	S95/3998
2344	-999	-999	-999	3.61	-999	-999	-999	-999	-999	-999	-999	-0.59	3.76	-0.59	3.76	-999	-999	MD95-2042M99/0449
2344	-999	-999	-999	-999	-999	-999	-999	-1.43	1.24	-999	-999	-999	-999	-999	-999	-999	-999	S98/3931
2348	-999	-999	-999	3.55	-999	-999	-999	-999	-999	-999	-999	-0.41	3.7	-0.41	3.7	-999	-999	MD95-2042M99/0450
2348	-999	-999	-999	-999	-999	-999	-999	-1.32	1.58	-999	-999	-999	-999	-999	-999	-999	-999	S98/3932
2350	-999	-999	-999	3.82	-999	-999	-999	-999	-999	-2.23	4.12	-2.23	4.12	-999	-999	-999	-999	MD95-2042M99/1489
2350	-999	-999	-999	-999	-999	-999	-999	0.08	1.11	-999	-999	-999	-999	-999	-999	-999	-999	P96/873
2352	-999	-999	-999	3.74	-999	0.34	3.1	-999	-999	-999	-999	0.34	3.1	-999	-999	-999	-999	MD95-2042M99/0443
2352	-999	-999	-999	3.58	-999	-999	-999	-999	-999	-999	-999	-0.39	3.73	-0.39	3.73	-999	-999	MD95-2042M99/0441
2352	-999	-999	-999	3.6	-999	-999	-999	-999	-999	-999	-999	-0.51	3.75	-0.51	3.75	-999	-999	MD95-2042M99/0442
2352	-999	-999	-999	-999	-999	-999	-999	-1.38	1.1	-999	-999	-999	-999	-999	-999	-999	-999	S98/3933
2356	-999	-999	-999	4.02	-999	-999	-999	-999	-999	-999	-999	-0.48	4.17	-0.48	4.17	-999	-999	MD95-2042M99/0448
2356	-999	-999	-999	-999	-999	-999	-999	-1	1.83	-999	-999	-999	-999	-999	-999	-999	-999	S98/3934
2360	-999	-999	-999	4.19	-999	0.54	3.55	-999	-999	-999	-999	0.54	3.55	-999	-999	-999	-999	MD95-2042M99/1491
2360	-999	-999	-999	4.11	-999	-999	-999	-999	-999	-999	-999	-0.64	4.26	-0.64	4.26	-999	-999	MD95-2042M99/1490
2360	-999	-999	-999	-999	-999	-999	-999	-0.96	1.78	-999	-999	-999	-999	-999	-999	-999	-999	S95/3999
2364	-999	-999	-999	4.22	-999	0.47	3.58	-999	-999	-999	-999	0.47	3.58	-999	-999	-999	-999	MD95-2042M99/0453
2364	-999	-999	-999	4.05	-999	-999	-999	-999	-999	-999	-999	-0.64	4.2	-0.64	4.2	-999	-999	MD95-2042M99/0451
2364	-999	-999	-999	4	-999	-999	-999	-999	-999	-999	-999	-0.61	4.15	-0.61	4.15	-999	-999	MD95-2042M99/0452
2364	-999	-999	-999	-999	-999	-999	-999	-1.94	0.96	-999	-999	-999	-999	-999	-999	-999	-999	S98/3935
2368	-999	-999	-999	4.2	-999	0.4	3.56	-999	-999	-999	-999	0.4	3.56	-999	-999	-999	-999	MD95-2042M99/0456
2368	-999	-999	-999	3.86	-999	-999	-999	-999	-999	-999	-999	-0.58	4.01	-0.58	4.01	-999	-999	MD95-2042M99/0454
2368	-999	-999	-999	3.74	-999	-999	-999	-999	-999	-999	-999	-0.6	3.89	-0.6	3.89	-999	-999	MD95-2042M99/0455
2368	-999	-999	-999	-999	-999	-999	-999	-1.4	0.7	-999	-999	-999	-999	-999	-999	-999	-999	S98/3936
2370	-999	-999	-999	4.02	-999	-999	-999	-999	-999	-2.17	4.32	-2.17	4.32	-999	-999	-999	-999	MD95-2042M99/1493
2370	-999	-999	-999	3.9	-999	0.48	3.26	-999	-999	-999	-999	0.48	3.26	-999	-999	-999	-999	MD95-2042M99/1494
2370	-999	-999	-999	4.04	-999	-999	-999	-999	-999	-999	-999	-0.53	4.19	-0.53	4.19	-999	-999	MD95-2042M99/1492
2370	-999	-999	-999	-999	-999	-999	-999	-1.03	0.74	-999	-999	-999	-999	-999	-999	-999	-999	P96/874
2372	-999	-999	-999	4.11	-999	0.3	3.47	-999	-999	-999	-999	0.3	3.47	-999	-999	-999	-999	MD95-2042M99/0446
2372	-999	-999	-999	4.06	-999	0.53	3.42	-999	-999	-999	-999	0.53	3.42	-999	-999	-999	-999	MD95-2042M99/0447
2372	-999	-999	-999	3.9	-999	-999	-999	-999	-999	-999	-999	-0.65	4.05	-0.65	4.05	-999	-999	MD95-2042M99/0445
2372	-999	-999	-999	3.94	-999	-999	-999	-999	-999	-999	-999	-0.5	4.09	-0.5	4.09	-999	-999	MD95-2042M99/0444
2372	-999	-999	-999	-999	-999	-999	-999	-1.5	0.64	-999	-999	-999	-999	-999	-999	-999	-999	S98/3937
2376	-999	-999	-999	3.99	-999	0.52	3.35	-999	-999	-999	-999	0.52	3.35	-999	-999	-999	-999	MD95-2042M99/0459
2376	-999	-999	-999	4.05	-999	0.6	3.41	-999	-999	-999	-999	0.6	3.41	-999	-999	-999	-999	MD95-2042M99/0460
2376	-999	-999	-999	3.9	-999	-999	-999	-999	-999	-999	-999	-0.67	4.05	-0.67	4.05	-999	-999	MD95-2042M99/0458
2376	-999	-999	-999	3.93	-999	-999	-999	-999	-999	-999	-999	-0.63	4.08	-0.63	4.08	-999	-999	MD95-2042M99/0457
2378	-999	-999	-999	-999	-999	-999	-999	-1.13	0.91	-999	-999	-999	-999	-999	-999	-999	-999	S98/3938
2380	-999	-999	-999	4.03	-999	-999	-999	-999	-999	-2.2	4.33	-2.2	4.33	-999	-999	-999	-999	MD95-2042M99/1961
2380	-999	-999	-999	3.98	-999	0.8	3.34	-999	-999	-999	-999	0.8	3.34	-999	-999	-999	-999	MD95-2042M99/1962
2380	-999	-999	-999	-999	-999	-999	-999	-1.78	0.6	-999	-999	-999	-999	-999	-999	-999	-999	S95/4000
2384	-999	-999	-999	4	-999	0.49	3.36	-999	-999	-999	-999	0.49	3.36	-999	-999	-999	-999	MD95-2042M99/0463
2384	-999	-999	-999	3.8	-999	-999	-999	-999	-999	-999	-999	-0.68	3.95	-0.68	3.95	-999	-999	MD95-2042M99/0461
2384	-999	-999	-999	3.87	-999	-999	-999	-999	-999	-999	-999	-0.7	4.02	-0.7	4.02	-999	-999	MD95-2042M99/0462
2384	-999	-999	-999	-999	-999	-999	-999	-1.69	0.72	-999	-999	-999	-999	-999	-999	-999	-999	S98/3939
2388	-999	-999	-999	4.02	-999	0.32	3.38	-999	-999	-999	-999	0.32	3.38	-999	-999	-999	-999	MD95-2042M99/0465
2388	-999	-999	-999	3.67	-999	-999	-999	-999	-999	-999	-999	-0.52	3.82	-0.52	3.82	-999	-999	MD95-2042M99/0464
2388	-999	-999	-999	-999	-999	-999	-999	-1.83	0.6	-999	-999	-999	-999	-999	-999	-999	-999	S98/3940
2390	-999	-999	-999	-999	-999	-999	-999	-1.2	0.55	-999	-999	-999	-999	-999	-999	-999	-999	P96/875
2392	-999	-999	-999	3.91	-999	-999	-999	-999	-999	-2.26	4.21	-2.26	4.21	-999	-999	-999	-999	MD95-2042M99/1963
2392	-999	-999	-999	3.79	-999	0.02	3.15	-999	-999	-999	-999	0.02	3.15	-999	-999	-999	-999	MD95-2042M99/0467
2392	-999	-999	-999	-999	-999	-999	-999	-1.44	0.99	-999	-999	-999	-999	-999	-999	-999	-999	S98/3941
