Site,Sample Label,archival_depth (m),d13C (VPDB),d18O (VPDB),d13C_corrected (PDB),d18O_corrected (PDB),Number of shells,Minimum mesh size (um),Maximum mesh size (um),Taxon,Taxon_flag,Taxon_note1,Taxon_note2,Taxon_note3,Additional_note,Publication source,Original Reference,File Name,Data source,quality control
GeoB16202-2,,4.96,-0.15,4.28,-0.15,4.28,1,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Voigt, I et al. (2017): Variability in mid-depth ventilation of the western Atlantic Ocean during the last deglaciation. Paleoceanography, 32(9), 948-965, https://doi.org/10.1002/2017PA003095; age model Mulitza, Stefan; Schefu�, Enno; Chiessi, Cristiano Mazur; Lippold, J�rg; Wichmann, David; Antz, Benny; Mackensen, Andreas; Paul, Andr�; Prange, Matthias; Rehfeld, Kira; Werner, Martin; Bickert, Torsten; Frank, Norbert; Kuhnert, Henning; Lynch-Stieglitz, Jean; Portilho-Ramos, Rodrigo Costa; Sawakuchi, Andr� Oliveira; Schulz, Michael; Schwenk, Tilmann; Tiedemann, Ralf; Vahlenkamp, Maximilian; Zhang, Yancheng (2017): Synchronous and proportional deglacial changes in Atlantic meridional overturning and northeast Brazilian precipitation. Paleoceanography, https://doi.org/10.1002/2017PA003084",,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16202-2. PANGAEA, https://doi.org/10.1594/PANGAEA.875792; Mulitza, Stefan; Chiessi, Cristiano Mazur; Schefu�, Enno; Lippold, J�rg; Wichmann, David; Antz, Benny; Mackensen, Andreas; Paul, Andr�; Prange, Matthias; Rehfeld, Kira; Werner, Martin; Bickert, Torsten; Frank, Norbert; Kuhnert, Henning; Lynch-Stieglitz, Jean; Portilho-Ramos, Rodrigo Costa; Sawakuchi, Andr� Oliveira; Schulz, Michael; Schwenk, Tilmann; Tiedemann, Ralf; Vahlenkamp, Maximilian; Zhang, Yancheng (2017): Age model of sediment core GeoB16202-2. PANGAEA, https://doi.org/10.1594/PANGAEA.877639,",1
GeoB16202-2,,5.44,-0.14,4.34,-0.14,4.34,1,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Voigt, I et al. (2017): Variability in mid-depth ventilation of the western Atlantic Ocean during the last deglaciation. Paleoceanography, 32(9), 948-965, https://doi.org/10.1002/2017PA003095; age model Mulitza, Stefan; Schefu�, Enno; Chiessi, Cristiano Mazur; Lippold, J�rg; Wichmann, David; Antz, Benny; Mackensen, Andreas; Paul, Andr�; Prange, Matthias; Rehfeld, Kira; Werner, Martin; Bickert, Torsten; Frank, Norbert; Kuhnert, Henning; Lynch-Stieglitz, Jean; Portilho-Ramos, Rodrigo Costa; Sawakuchi, Andr� Oliveira; Schulz, Michael; Schwenk, Tilmann; Tiedemann, Ralf; Vahlenkamp, Maximilian; Zhang, Yancheng (2017): Synchronous and proportional deglacial changes in Atlantic meridional overturning and northeast Brazilian precipitation. Paleoceanography, https://doi.org/10.1002/2017PA003084",,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16202-2. PANGAEA, https://doi.org/10.1594/PANGAEA.875792; Mulitza, Stefan; Chiessi, Cristiano Mazur; Schefu�, Enno; Lippold, J�rg; Wichmann, David; Antz, Benny; Mackensen, Andreas; Paul, Andr�; Prange, Matthias; Rehfeld, Kira; Werner, Martin; Bickert, Torsten; Frank, Norbert; Kuhnert, Henning; Lynch-Stieglitz, Jean; Portilho-Ramos, Rodrigo Costa; Sawakuchi, Andr� Oliveira; Schulz, Michael; Schwenk, Tilmann; Tiedemann, Ralf; Vahlenkamp, Maximilian; Zhang, Yancheng (2017): Age model of sediment core GeoB16202-2. PANGAEA, https://doi.org/10.1594/PANGAEA.877639,",1
GeoB16202-2,,5.5,-0.05,4.52,-0.05,4.52,1,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Voigt, I et al. (2017): Variability in mid-depth ventilation of the western Atlantic Ocean during the last deglaciation. Paleoceanography, 32(9), 948-965, https://doi.org/10.1002/2017PA003095; age model Mulitza, Stefan; Schefu�, Enno; Chiessi, Cristiano Mazur; Lippold, J�rg; Wichmann, David; Antz, Benny; Mackensen, Andreas; Paul, Andr�; Prange, Matthias; Rehfeld, Kira; Werner, Martin; Bickert, Torsten; Frank, Norbert; Kuhnert, Henning; Lynch-Stieglitz, Jean; Portilho-Ramos, Rodrigo Costa; Sawakuchi, Andr� Oliveira; Schulz, Michael; Schwenk, Tilmann; Tiedemann, Ralf; Vahlenkamp, Maximilian; Zhang, Yancheng (2017): Synchronous and proportional deglacial changes in Atlantic meridional overturning and northeast Brazilian precipitation. Paleoceanography, https://doi.org/10.1002/2017PA003084",,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16202-2. PANGAEA, https://doi.org/10.1594/PANGAEA.875792; Mulitza, Stefan; Chiessi, Cristiano Mazur; Schefu�, Enno; Lippold, J�rg; Wichmann, David; Antz, Benny; Mackensen, Andreas; Paul, Andr�; Prange, Matthias; Rehfeld, Kira; Werner, Martin; Bickert, Torsten; Frank, Norbert; Kuhnert, Henning; Lynch-Stieglitz, Jean; Portilho-Ramos, Rodrigo Costa; Sawakuchi, Andr� Oliveira; Schulz, Michael; Schwenk, Tilmann; Tiedemann, Ralf; Vahlenkamp, Maximilian; Zhang, Yancheng (2017): Age model of sediment core GeoB16202-2. PANGAEA, https://doi.org/10.1594/PANGAEA.877639,",1
GeoB16202-2,,5.88,-0.13,4.45,-0.13,4.45,1,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Voigt, I et al. (2017): Variability in mid-depth ventilation of the western Atlantic Ocean during the last deglaciation. Paleoceanography, 32(9), 948-965, https://doi.org/10.1002/2017PA003095; age model Mulitza, Stefan; Schefu�, Enno; Chiessi, Cristiano Mazur; Lippold, J�rg; Wichmann, David; Antz, Benny; Mackensen, Andreas; Paul, Andr�; Prange, Matthias; Rehfeld, Kira; Werner, Martin; Bickert, Torsten; Frank, Norbert; Kuhnert, Henning; Lynch-Stieglitz, Jean; Portilho-Ramos, Rodrigo Costa; Sawakuchi, Andr� Oliveira; Schulz, Michael; Schwenk, Tilmann; Tiedemann, Ralf; Vahlenkamp, Maximilian; Zhang, Yancheng (2017): Synchronous and proportional deglacial changes in Atlantic meridional overturning and northeast Brazilian precipitation. Paleoceanography, https://doi.org/10.1002/2017PA003084",,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16202-2. PANGAEA, https://doi.org/10.1594/PANGAEA.875792; Mulitza, Stefan; Chiessi, Cristiano Mazur; Schefu�, Enno; Lippold, J�rg; Wichmann, David; Antz, Benny; Mackensen, Andreas; Paul, Andr�; Prange, Matthias; Rehfeld, Kira; Werner, Martin; Bickert, Torsten; Frank, Norbert; Kuhnert, Henning; Lynch-Stieglitz, Jean; Portilho-Ramos, Rodrigo Costa; Sawakuchi, Andr� Oliveira; Schulz, Michael; Schwenk, Tilmann; Tiedemann, Ralf; Vahlenkamp, Maximilian; Zhang, Yancheng (2017): Age model of sediment core GeoB16202-2. PANGAEA, https://doi.org/10.1594/PANGAEA.877639,",1
GeoB16202-2,,6.22,0.02,4.6,0.02,4.6,1,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Voigt, I et al. (2017): Variability in mid-depth ventilation of the western Atlantic Ocean during the last deglaciation. Paleoceanography, 32(9), 948-965, https://doi.org/10.1002/2017PA003095; age model Mulitza, Stefan; Schefu�, Enno; Chiessi, Cristiano Mazur; Lippold, J�rg; Wichmann, David; Antz, Benny; Mackensen, Andreas; Paul, Andr�; Prange, Matthias; Rehfeld, Kira; Werner, Martin; Bickert, Torsten; Frank, Norbert; Kuhnert, Henning; Lynch-Stieglitz, Jean; Portilho-Ramos, Rodrigo Costa; Sawakuchi, Andr� Oliveira; Schulz, Michael; Schwenk, Tilmann; Tiedemann, Ralf; Vahlenkamp, Maximilian; Zhang, Yancheng (2017): Synchronous and proportional deglacial changes in Atlantic meridional overturning and northeast Brazilian precipitation. Paleoceanography, https://doi.org/10.1002/2017PA003084",,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16202-2. PANGAEA, https://doi.org/10.1594/PANGAEA.875792; Mulitza, Stefan; Chiessi, Cristiano Mazur; Schefu�, Enno; Lippold, J�rg; Wichmann, David; Antz, Benny; Mackensen, Andreas; Paul, Andr�; Prange, Matthias; Rehfeld, Kira; Werner, Martin; Bickert, Torsten; Frank, Norbert; Kuhnert, Henning; Lynch-Stieglitz, Jean; Portilho-Ramos, Rodrigo Costa; Sawakuchi, Andr� Oliveira; Schulz, Michael; Schwenk, Tilmann; Tiedemann, Ralf; Vahlenkamp, Maximilian; Zhang, Yancheng (2017): Age model of sediment core GeoB16202-2. PANGAEA, https://doi.org/10.1594/PANGAEA.877639,",1
GeoB16202-2,,6.66,0.19,4.63,0.19,4.63,1,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Voigt, I et al. (2017): Variability in mid-depth ventilation of the western Atlantic Ocean during the last deglaciation. Paleoceanography, 32(9), 948-965, https://doi.org/10.1002/2017PA003095; age model Mulitza, Stefan; Schefu�, Enno; Chiessi, Cristiano Mazur; Lippold, J�rg; Wichmann, David; Antz, Benny; Mackensen, Andreas; Paul, Andr�; Prange, Matthias; Rehfeld, Kira; Werner, Martin; Bickert, Torsten; Frank, Norbert; Kuhnert, Henning; Lynch-Stieglitz, Jean; Portilho-Ramos, Rodrigo Costa; Sawakuchi, Andr� Oliveira; Schulz, Michael; Schwenk, Tilmann; Tiedemann, Ralf; Vahlenkamp, Maximilian; Zhang, Yancheng (2017): Synchronous and proportional deglacial changes in Atlantic meridional overturning and northeast Brazilian precipitation. Paleoceanography, https://doi.org/10.1002/2017PA003084",,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16202-2. PANGAEA, https://doi.org/10.1594/PANGAEA.875792; Mulitza, Stefan; Chiessi, Cristiano Mazur; Schefu�, Enno; Lippold, J�rg; Wichmann, David; Antz, Benny; Mackensen, Andreas; Paul, Andr�; Prange, Matthias; Rehfeld, Kira; Werner, Martin; Bickert, Torsten; Frank, Norbert; Kuhnert, Henning; Lynch-Stieglitz, Jean; Portilho-Ramos, Rodrigo Costa; Sawakuchi, Andr� Oliveira; Schulz, Michael; Schwenk, Tilmann; Tiedemann, Ralf; Vahlenkamp, Maximilian; Zhang, Yancheng (2017): Age model of sediment core GeoB16202-2. PANGAEA, https://doi.org/10.1594/PANGAEA.877639,",1
GeoB16202-2,,6.67,0.42,3.97,0.42,3.97,1,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Voigt, I et al. (2017): Variability in mid-depth ventilation of the western Atlantic Ocean during the last deglaciation. Paleoceanography, 32(9), 948-965, https://doi.org/10.1002/2017PA003095; age model Mulitza, Stefan; Schefu�, Enno; Chiessi, Cristiano Mazur; Lippold, J�rg; Wichmann, David; Antz, Benny; Mackensen, Andreas; Paul, Andr�; Prange, Matthias; Rehfeld, Kira; Werner, Martin; Bickert, Torsten; Frank, Norbert; Kuhnert, Henning; Lynch-Stieglitz, Jean; Portilho-Ramos, Rodrigo Costa; Sawakuchi, Andr� Oliveira; Schulz, Michael; Schwenk, Tilmann; Tiedemann, Ralf; Vahlenkamp, Maximilian; Zhang, Yancheng (2017): Synchronous and proportional deglacial changes in Atlantic meridional overturning and northeast Brazilian precipitation. Paleoceanography, https://doi.org/10.1002/2017PA003084",,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16202-2. PANGAEA, https://doi.org/10.1594/PANGAEA.875792; Mulitza, Stefan; Chiessi, Cristiano Mazur; Schefu�, Enno; Lippold, J�rg; Wichmann, David; Antz, Benny; Mackensen, Andreas; Paul, Andr�; Prange, Matthias; Rehfeld, Kira; Werner, Martin; Bickert, Torsten; Frank, Norbert; Kuhnert, Henning; Lynch-Stieglitz, Jean; Portilho-Ramos, Rodrigo Costa; Sawakuchi, Andr� Oliveira; Schulz, Michael; Schwenk, Tilmann; Tiedemann, Ralf; Vahlenkamp, Maximilian; Zhang, Yancheng (2017): Age model of sediment core GeoB16202-2. PANGAEA, https://doi.org/10.1594/PANGAEA.877639,",1
GeoB16202-2,,6.67,0.5,4.55,0.5,4.55,1,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Voigt, I et al. (2017): Variability in mid-depth ventilation of the western Atlantic Ocean during the last deglaciation. Paleoceanography, 32(9), 948-965, https://doi.org/10.1002/2017PA003095; age model Mulitza, Stefan; Schefu�, Enno; Chiessi, Cristiano Mazur; Lippold, J�rg; Wichmann, David; Antz, Benny; Mackensen, Andreas; Paul, Andr�; Prange, Matthias; Rehfeld, Kira; Werner, Martin; Bickert, Torsten; Frank, Norbert; Kuhnert, Henning; Lynch-Stieglitz, Jean; Portilho-Ramos, Rodrigo Costa; Sawakuchi, Andr� Oliveira; Schulz, Michael; Schwenk, Tilmann; Tiedemann, Ralf; Vahlenkamp, Maximilian; Zhang, Yancheng (2017): Synchronous and proportional deglacial changes in Atlantic meridional overturning and northeast Brazilian precipitation. Paleoceanography, https://doi.org/10.1002/2017PA003084",,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16202-2. PANGAEA, https://doi.org/10.1594/PANGAEA.875792; Mulitza, Stefan; Chiessi, Cristiano Mazur; Schefu�, Enno; Lippold, J�rg; Wichmann, David; Antz, Benny; Mackensen, Andreas; Paul, Andr�; Prange, Matthias; Rehfeld, Kira; Werner, Martin; Bickert, Torsten; Frank, Norbert; Kuhnert, Henning; Lynch-Stieglitz, Jean; Portilho-Ramos, Rodrigo Costa; Sawakuchi, Andr� Oliveira; Schulz, Michael; Schwenk, Tilmann; Tiedemann, Ralf; Vahlenkamp, Maximilian; Zhang, Yancheng (2017): Age model of sediment core GeoB16202-2. PANGAEA, https://doi.org/10.1594/PANGAEA.877639,",1
GeoB16202-2,,6.7,0.37,4.02,0.37,4.02,1,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Voigt, I et al. (2017): Variability in mid-depth ventilation of the western Atlantic Ocean during the last deglaciation. Paleoceanography, 32(9), 948-965, https://doi.org/10.1002/2017PA003095; age model Mulitza, Stefan; Schefu�, Enno; Chiessi, Cristiano Mazur; Lippold, J�rg; Wichmann, David; Antz, Benny; Mackensen, Andreas; Paul, Andr�; Prange, Matthias; Rehfeld, Kira; Werner, Martin; Bickert, Torsten; Frank, Norbert; Kuhnert, Henning; Lynch-Stieglitz, Jean; Portilho-Ramos, Rodrigo Costa; Sawakuchi, Andr� Oliveira; Schulz, Michael; Schwenk, Tilmann; Tiedemann, Ralf; Vahlenkamp, Maximilian; Zhang, Yancheng (2017): Synchronous and proportional deglacial changes in Atlantic meridional overturning and northeast Brazilian precipitation. Paleoceanography, https://doi.org/10.1002/2017PA003084",,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16202-2. PANGAEA, https://doi.org/10.1594/PANGAEA.875792; Mulitza, Stefan; Chiessi, Cristiano Mazur; Schefu�, Enno; Lippold, J�rg; Wichmann, David; Antz, Benny; Mackensen, Andreas; Paul, Andr�; Prange, Matthias; Rehfeld, Kira; Werner, Martin; Bickert, Torsten; Frank, Norbert; Kuhnert, Henning; Lynch-Stieglitz, Jean; Portilho-Ramos, Rodrigo Costa; Sawakuchi, Andr� Oliveira; Schulz, Michael; Schwenk, Tilmann; Tiedemann, Ralf; Vahlenkamp, Maximilian; Zhang, Yancheng (2017): Age model of sediment core GeoB16202-2. PANGAEA, https://doi.org/10.1594/PANGAEA.877639,",1
GeoB16202-2,,6.7,0.54,4.58,0.54,4.58,1,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Voigt, I et al. (2017): Variability in mid-depth ventilation of the western Atlantic Ocean during the last deglaciation. Paleoceanography, 32(9), 948-965, https://doi.org/10.1002/2017PA003095; age model Mulitza, Stefan; Schefu�, Enno; Chiessi, Cristiano Mazur; Lippold, J�rg; Wichmann, David; Antz, Benny; Mackensen, Andreas; Paul, Andr�; Prange, Matthias; Rehfeld, Kira; Werner, Martin; Bickert, Torsten; Frank, Norbert; Kuhnert, Henning; Lynch-Stieglitz, Jean; Portilho-Ramos, Rodrigo Costa; Sawakuchi, Andr� Oliveira; Schulz, Michael; Schwenk, Tilmann; Tiedemann, Ralf; Vahlenkamp, Maximilian; Zhang, Yancheng (2017): Synchronous and proportional deglacial changes in Atlantic meridional overturning and northeast Brazilian precipitation. Paleoceanography, https://doi.org/10.1002/2017PA003084",,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16202-2. PANGAEA, https://doi.org/10.1594/PANGAEA.875792; Mulitza, Stefan; Chiessi, Cristiano Mazur; Schefu�, Enno; Lippold, J�rg; Wichmann, David; Antz, Benny; Mackensen, Andreas; Paul, Andr�; Prange, Matthias; Rehfeld, Kira; Werner, Martin; Bickert, Torsten; Frank, Norbert; Kuhnert, Henning; Lynch-Stieglitz, Jean; Portilho-Ramos, Rodrigo Costa; Sawakuchi, Andr� Oliveira; Schulz, Michael; Schwenk, Tilmann; Tiedemann, Ralf; Vahlenkamp, Maximilian; Zhang, Yancheng (2017): Age model of sediment core GeoB16202-2. PANGAEA, https://doi.org/10.1594/PANGAEA.877639,",1
GeoB16202-2,,6.72,0.51,4.55,0.51,4.55,1,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Voigt, I et al. (2017): Variability in mid-depth ventilation of the western Atlantic Ocean during the last deglaciation. Paleoceanography, 32(9), 948-965, https://doi.org/10.1002/2017PA003095; age model Mulitza, Stefan; Schefu�, Enno; Chiessi, Cristiano Mazur; Lippold, J�rg; Wichmann, David; Antz, Benny; Mackensen, Andreas; Paul, Andr�; Prange, Matthias; Rehfeld, Kira; Werner, Martin; Bickert, Torsten; Frank, Norbert; Kuhnert, Henning; Lynch-Stieglitz, Jean; Portilho-Ramos, Rodrigo Costa; Sawakuchi, Andr� Oliveira; Schulz, Michael; Schwenk, Tilmann; Tiedemann, Ralf; Vahlenkamp, Maximilian; Zhang, Yancheng (2017): Synchronous and proportional deglacial changes in Atlantic meridional overturning and northeast Brazilian precipitation. Paleoceanography, https://doi.org/10.1002/2017PA003084",,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16202-2. PANGAEA, https://doi.org/10.1594/PANGAEA.875792; Mulitza, Stefan; Chiessi, Cristiano Mazur; Schefu�, Enno; Lippold, J�rg; Wichmann, David; Antz, Benny; Mackensen, Andreas; Paul, Andr�; Prange, Matthias; Rehfeld, Kira; Werner, Martin; Bickert, Torsten; Frank, Norbert; Kuhnert, Henning; Lynch-Stieglitz, Jean; Portilho-Ramos, Rodrigo Costa; Sawakuchi, Andr� Oliveira; Schulz, Michael; Schwenk, Tilmann; Tiedemann, Ralf; Vahlenkamp, Maximilian; Zhang, Yancheng (2017): Age model of sediment core GeoB16202-2. PANGAEA, https://doi.org/10.1594/PANGAEA.877639,",1
GeoB16202-2,,6.72,0.12,4.12,0.12,4.12,1,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Voigt, I et al. (2017): Variability in mid-depth ventilation of the western Atlantic Ocean during the last deglaciation. Paleoceanography, 32(9), 948-965, https://doi.org/10.1002/2017PA003095; age model Mulitza, Stefan; Schefu�, Enno; Chiessi, Cristiano Mazur; Lippold, J�rg; Wichmann, David; Antz, Benny; Mackensen, Andreas; Paul, Andr�; Prange, Matthias; Rehfeld, Kira; Werner, Martin; Bickert, Torsten; Frank, Norbert; Kuhnert, Henning; Lynch-Stieglitz, Jean; Portilho-Ramos, Rodrigo Costa; Sawakuchi, Andr� Oliveira; Schulz, Michael; Schwenk, Tilmann; Tiedemann, Ralf; Vahlenkamp, Maximilian; Zhang, Yancheng (2017): Synchronous and proportional deglacial changes in Atlantic meridional overturning and northeast Brazilian precipitation. Paleoceanography, https://doi.org/10.1002/2017PA003084",,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16202-2. PANGAEA, https://doi.org/10.1594/PANGAEA.875792; Mulitza, Stefan; Chiessi, Cristiano Mazur; Schefu�, Enno; Lippold, J�rg; Wichmann, David; Antz, Benny; Mackensen, Andreas; Paul, Andr�; Prange, Matthias; Rehfeld, Kira; Werner, Martin; Bickert, Torsten; Frank, Norbert; Kuhnert, Henning; Lynch-Stieglitz, Jean; Portilho-Ramos, Rodrigo Costa; Sawakuchi, Andr� Oliveira; Schulz, Michael; Schwenk, Tilmann; Tiedemann, Ralf; Vahlenkamp, Maximilian; Zhang, Yancheng (2017): Age model of sediment core GeoB16202-2. PANGAEA, https://doi.org/10.1594/PANGAEA.877639,",1
GeoB16202-2,,6.72,0.34,4.46,0.34,4.46,1,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Voigt, I et al. (2017): Variability in mid-depth ventilation of the western Atlantic Ocean during the last deglaciation. Paleoceanography, 32(9), 948-965, https://doi.org/10.1002/2017PA003095; age model Mulitza, Stefan; Schefu�, Enno; Chiessi, Cristiano Mazur; Lippold, J�rg; Wichmann, David; Antz, Benny; Mackensen, Andreas; Paul, Andr�; Prange, Matthias; Rehfeld, Kira; Werner, Martin; Bickert, Torsten; Frank, Norbert; Kuhnert, Henning; Lynch-Stieglitz, Jean; Portilho-Ramos, Rodrigo Costa; Sawakuchi, Andr� Oliveira; Schulz, Michael; Schwenk, Tilmann; Tiedemann, Ralf; Vahlenkamp, Maximilian; Zhang, Yancheng (2017): Synchronous and proportional deglacial changes in Atlantic meridional overturning and northeast Brazilian precipitation. Paleoceanography, https://doi.org/10.1002/2017PA003084",,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16202-2. PANGAEA, https://doi.org/10.1594/PANGAEA.875792; Mulitza, Stefan; Chiessi, Cristiano Mazur; Schefu�, Enno; Lippold, J�rg; Wichmann, David; Antz, Benny; Mackensen, Andreas; Paul, Andr�; Prange, Matthias; Rehfeld, Kira; Werner, Martin; Bickert, Torsten; Frank, Norbert; Kuhnert, Henning; Lynch-Stieglitz, Jean; Portilho-Ramos, Rodrigo Costa; Sawakuchi, Andr� Oliveira; Schulz, Michael; Schwenk, Tilmann; Tiedemann, Ralf; Vahlenkamp, Maximilian; Zhang, Yancheng (2017): Age model of sediment core GeoB16202-2. PANGAEA, https://doi.org/10.1594/PANGAEA.877639,",1
GeoB16202-2,,6.72,0.27,4.52,0.27,4.52,1,,,Cibicidoides spp.,7,,,,,Repschlaeger et al. 2021 compilation,"Voigt, I et al. (2017): Variability in mid-depth ventilation of the western Atlantic Ocean during the last deglaciation. Paleoceanography, 32(9), 948-965, https://doi.org/10.1002/2017PA003095; age model Mulitza, Stefan; Schefu�, Enno; Chiessi, Cristiano Mazur; Lippold, J�rg; Wichmann, David; Antz, Benny; Mackensen, Andreas; Paul, Andr�; Prange, Matthias; Rehfeld, Kira; Werner, Martin; Bickert, Torsten; Frank, Norbert; Kuhnert, Henning; Lynch-Stieglitz, Jean; Portilho-Ramos, Rodrigo Costa; Sawakuchi, Andr� Oliveira; Schulz, Michael; Schwenk, Tilmann; Tiedemann, Ralf; Vahlenkamp, Maximilian; Zhang, Yancheng (2017): Synchronous and proportional deglacial changes in Atlantic meridional overturning and northeast Brazilian precipitation. Paleoceanography, https://doi.org/10.1002/2017PA003084",,"Voigt, Ines; Cruz, Anna Paula Soares; Mulitza, Stefan; Chiessi, Cristiano Mazur; Mackensen, Andreas; Lippold, J�rg; Antz, Benny; Zabel, Matthias; Zhang, Yancheng; Barbosa, Catia F; Tisserand, Amandine (2017): (Supplementary Table 1) Stable isotopes of sediment core GeoB16202-2. PANGAEA, https://doi.org/10.1594/PANGAEA.875792; Mulitza, Stefan; Chiessi, Cristiano Mazur; Schefu�, Enno; Lippold, J�rg; Wichmann, David; Antz, Benny; Mackensen, Andreas; Paul, Andr�; Prange, Matthias; Rehfeld, Kira; Werner, Martin; Bickert, Torsten; Frank, Norbert; Kuhnert, Henning; Lynch-Stieglitz, Jean; Portilho-Ramos, Rodrigo Costa; Sawakuchi, Andr� Oliveira; Schulz, Michael; Schwenk, Tilmann; Tiedemann, Ralf; Vahlenkamp, Maximilian; Zhang, Yancheng (2017): Age model of sediment core GeoB16202-2. PANGAEA, https://doi.org/10.1594/PANGAEA.877639,",1
